排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2489,瑞軒,"161,283,517","61,061",23.4,24.3,22.85,23.55,+,1.15,23.5,23.55
2,2354,鴻準,"132,372,446","75,183",73.7,76.5,73.0,74.6,+,1.9,74.6,74.7
3,2618,長榮航,"124,360,990","38,288",36.3,36.5,35.6,36.05,-,0.2,36.0,36.05
4,2353,宏��,"109,626,017","60,190",56.8,57.2,53.5,53.7,-,2.7,53.7,53.8
5,2605,新興,"107,094,447","47,242",33.2,34.8,32.2,32.8,+,0.6,32.75,32.8
6,2401,凌陽,"101,072,718","54,112",38.0,39.5,36.6,36.85,+,0.4,36.85,36.9
7,"=""00929""",復華台灣科技優息,"93,483,224","25,447",20.88,20.92,20.81,20.84,-,0.04,20.84,20.85
8,"=""00940""",元大台灣價值高息,"92,400,722","21,967",9.92,9.93,9.87,9.88,-,0.04,9.88,9.89
9,3047,訊舟,"89,931,545","35,401",25.2,26.4,25.0,25.05,+,0.65,25.05,25.1
10,2888,新光金,"88,225,243","14,562",9.04,9.17,8.91,8.99,-,0.01,8.99,9.0
11,2317,鴻海,"79,257,473","58,857",185.5,186.0,180.5,180.5,-,5.0,180.5,181.0
12,"=""00919""",群益台灣精選高息,"78,115,601","25,029",25.96,26.09,25.91,25.94,,0.0,25.93,25.94
13,2610,華航,"76,084,362","25,992",23.45,23.55,22.7,22.8,-,0.5,22.8,22.85
14,2303,聯電,"76,080,366","27,484",57.0,57.3,55.8,55.9,-,0.5,55.8,55.9
15,2891,中信金,"73,583,466","30,520",36.7,36.7,36.0,36.05,-,0.7,36.05,36.1
16,"=""00665L""",富邦�琤肭磪囓�2,"70,617,959","5,654",7.32,7.32,7.14,7.14,-,0.25,7.14,7.15
17,"=""00632R""",元大台灣50反1,"68,860,438","3,074",3.61,3.64,3.61,3.64,+,0.04,3.63,3.64
18,2883,凱基金,"64,343,242","13,434",14.25,14.25,13.9,13.9,-,0.3,13.9,13.95
19,3231,緯創,"59,019,521","34,113",119.5,120.0,116.0,116.0,-,3.0,116.0,116.5
20,2328,廣宇,"57,444,681","29,960",38.3,40.45,37.4,40.15,+,2.9,40.1,40.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
