排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00637L""",元大滬深300正2,"76,287,676","9,122",15.35,15.58,15.24,15.4,+,0.2,15.4,15.41
2,2344,華邦電,"65,330,671","25,063",25.9,26.8,25.85,26.5,+,0.9,26.5,26.55
3,2867,三商壽,"61,428,282","14,582",5.02,5.02,4.86,4.95,-,0.07,4.94,4.95
4,"=""00632R""",元大台灣50反1,"55,834,214","3,072",5.22,5.24,5.21,5.23,-,0.02,5.23,5.24
5,6235,華孚,"50,506,638","26,755",83.0,83.3,80.0,80.4,-,1.7,80.4,80.5
6,1609,大亞,"44,778,441","19,351",27.1,27.35,26.7,27.2,+,0.45,27.15,27.2
7,1504,東元,"41,791,437","22,734",42.8,44.25,42.7,43.05,+,0.45,43.05,43.1
8,1519,華城,"38,445,121","22,827",74.5,80.6,74.5,78.9,+,5.5,78.9,79.0
9,2609,陽明,"37,029,132","20,639",64.3,66.0,64.1,65.6,+,1.6,65.6,65.7
10,"=""00673R""",期元大S&P原油反1,"35,565,141","2,835",8.43,8.47,8.42,8.47,+,0.01,8.46,8.47
11,3481,群創,"35,439,359","7,275",14.65,14.75,14.55,14.6,+,0.05,14.55,14.6
12,"=""00878""",國泰永續高股息,"33,452,607","16,393",17.36,17.4,17.34,17.36,+,0.01,17.35,17.36
13,3231,緯創,"32,677,868","18,787",41.5,41.55,40.35,40.6,-,0.8,40.6,40.65
14,2498,宏達電,"32,267,485","15,868",65.4,65.8,63.9,64.1,+,0.5,64.1,64.2
15,1513,中興電,"30,850,362","19,554",96.2,98.7,96.0,96.8,+,1.1,96.8,97.0
16,2883,凱基金,"30,847,411","8,552",12.6,12.8,12.55,12.8,+,0.25,12.75,12.8
17,4967,十銓,"29,731,336","18,316",69.5,74.2,68.7,72.6,+,3.3,72.6,72.7
18,"=""00715L""",期街口布蘭特正2,"29,488,390","3,837",14.96,14.99,14.88,14.89,+,0.02,14.89,14.9
19,2457,飛宏,"27,399,946","15,221",62.1,63.5,62.0,62.5,+,0.9,62.5,62.6
20,2603,長榮,"25,898,959","16,690",159.0,163.5,158.5,163.5,+,5.5,163.0,163.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
