排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"150,444,442","52,440",59.8,60.2,58.3,58.7,-,0.9,58.7,58.8
2,3481,群創,"122,041,661","25,792",16.1,16.15,15.6,15.6,-,0.4,15.6,15.65
3,3037,欣興,"121,515,513","63,546",142.5,151.0,141.0,145.5,+,4.0,145.5,146.0
4,2603,長榮,"108,035,981","50,240",92.8,94.5,91.3,91.4,-,0.3,91.4,91.5
5,1710,東聯,"94,958,568","32,109",25.35,27.7,25.2,27.0,+,0.8,26.95,27.0
6,2409,友達,"86,863,379","21,764",17.75,17.75,17.0,17.0,-,0.6,17.0,17.05
7,"=""00632R""",元大台灣50反1,"72,951,326","2,510",5.56,5.59,5.55,5.58,+,0.01,5.57,5.58
8,1727,中華化,"70,912,798","32,611",45.0,47.5,44.6,47.5,+,3.35,47.4,47.5
9,1718,中纖,"70,348,196","15,939",11.35,11.9,11.35,11.55,-,0.15,11.5,11.55
10,"=""0056""",元大高股息,"69,718,108","26,500",32.47,32.49,32.3,32.37,-,0.03,32.37,32.38
11,1708,東鹼,"69,189,493","30,748",35.55,36.8,34.9,35.35,+,0.6,35.35,35.4
12,2609,陽明,"67,461,836","33,430",89.5,91.2,88.1,88.3,+,0.3,88.3,88.4
13,2371,大同,"65,818,428","22,829",34.3,34.85,33.55,33.85,-,0.45,33.85,33.9
14,3189,景碩,"62,640,128","39,331",239.0,249.0,234.5,248.0,+,10.5,247.5,248.0
15,2481,強茂,"62,439,482","41,269",96.0,99.5,96.0,96.8,-,4.7,96.8,96.9
16,2888,新光金,"61,868,126","8,386",9.85,9.9,9.8,9.87,+,0.07,9.86,9.87
17,3035,智原,"61,302,854","37,849",149.0,154.0,146.5,153.5,+,6.0,153.0,153.5
18,2002,中鋼,"55,975,618","21,406",33.95,34.3,33.5,33.55,+,0.1,33.55,33.6
19,1711,永光,"50,177,098","18,256",26.7,26.95,26.0,26.55,+,0.05,26.5,26.55
20,2883,凱基金,"47,347,216","10,386",14.3,14.3,14.05,14.15,-,0.1,14.1,14.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
