排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"162,333,028","73,131",40.1,40.1,38.3,38.6,-,1.9,38.6,38.65
2,"=""00632R""",元大台灣50反1,"132,156,722","6,722",5.87,5.92,5.86,5.9,+,0.05,5.89,5.9
3,2002,中鋼,"120,587,065","33,259",27.75,28.1,27.65,27.85,X,0.0,27.8,27.85
4,2498,宏達電,"108,791,289","52,265",67.4,67.7,63.8,64.2,-,2.4,64.2,64.3
5,2388,威盛,"101,468,032","49,218",72.8,74.4,69.6,73.3,+,0.5,73.2,73.3
6,"=""00673R""",期元大S&P原油反1,"61,542,737","5,478",8.23,8.23,8.03,8.09,-,0.26,8.09,8.1
7,2618,長榮航,"52,321,359","16,500",33.7,34.4,33.55,33.8,-,0.15,33.8,33.85
8,2603,長榮,"51,824,917","32,276",91.5,93.2,90.5,91.7,-,0.4,91.7,91.8
9,"=""00637L""",元大滬深300正2,"41,237,819","6,958",17.94,18.29,17.92,18.18,+,0.3,18.17,18.18
10,3481,群創,"36,925,801","7,203",11.0,11.05,10.8,10.85,-,0.2,10.85,10.9
11,3037,欣興,"36,843,484","36,278",176.0,176.5,166.5,170.0,-,6.0,169.5,170.0
12,1539,巨庭,"36,809,392","20,039",31.65,33.7,31.65,33.2,+,1.65,33.1,33.2
13,2881,富邦金,"35,780,761","11,247",59.2,59.8,58.8,59.2,,0.0,59.1,59.2
14,2610,華航,"35,291,834","10,415",22.65,23.0,22.6,22.65,-,0.15,22.65,22.7
15,2891,中信金,"32,709,973","6,345",22.7,23.05,22.7,22.95,+,0.25,22.9,22.95
16,2883,凱基金,"31,767,421","7,472",12.9,13.05,12.8,12.95,+,0.1,12.9,12.95
17,"=""00878""",國泰永續高股息,"30,851,707","15,684",16.69,16.72,16.62,16.64,-,0.06,16.63,16.64
18,1605,華新,"29,435,953","12,104",33.2,33.4,32.75,33.25,-,0.2,33.2,33.25
19,2409,友達,"29,241,706","6,688",14.3,14.55,14.25,14.3,-,0.15,14.3,14.35
20,3035,智原,"28,804,845","22,195",180.0,182.0,177.0,177.5,-,4.0,177.5,178.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
