排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2408,南亞科,"111,705,373","30,236",32.2,35.3,32.0,35.3,+,3.2,35.3,0.0
2,2344,華邦電,"103,498,411","27,799",15.45,16.4,15.4,15.9,+,0.5,15.9,15.95
3,3231,緯創,"73,075,092","37,457",101.0,106.0,100.5,105.0,+,4.5,104.5,105.0
4,2891,中信金,"60,697,328","18,595",37.05,37.1,36.6,36.75,-,0.45,36.75,36.8
5,2609,陽明,"60,195,599","33,411",71.3,74.4,71.2,72.1,+,1.1,72.1,72.2
6,2468,華經,"56,215,768","33,978",58.3,63.9,55.5,61.0,+,2.7,60.9,61.0
7,3481,群創,"55,765,038","9,037",13.65,14.15,13.6,14.15,+,0.5,14.1,14.15
8,"=""0056""",元大高股息,"51,278,216","26,259",32.65,32.84,32.56,32.69,+,0.09,32.69,32.7
9,2615,萬海,"49,207,499","28,877",81.5,86.1,80.7,83.2,+,3.9,83.1,83.2
10,"=""00715L""",期街口布蘭特正2,"44,464,908","4,828",11.29,11.29,11.05,11.11,+,0.23,11.11,11.12
11,"=""00632R""",元大台灣50反1,"41,496,372","5,432",25.95,26.03,25.84,25.93,-,0.05,25.93,25.96
12,"=""00919""",群益台灣精選高息,"40,363,136","19,046",20.92,21.0,20.84,20.85,+,0.02,20.84,20.85
13,2610,華航,"33,946,706","9,608",21.0,21.65,20.8,21.35,+,0.5,21.35,21.4
14,"=""00878""",國泰永續高股息,"33,920,870","21,784",19.8,19.91,19.76,19.81,+,0.01,19.8,19.81
15,8222,寶一,"31,646,063","18,803",56.1,58.0,54.3,56.0,+,0.3,56.0,56.1
16,2409,友達,"30,021,021","4,510",12.35,12.5,12.25,12.3,,0.0,12.3,12.35
17,"=""00712""",復華富時不動產,"27,154,284","5,348",8.55,8.6,8.54,8.58,+,0.12,8.57,8.58
18,2882,國泰金,"26,389,006","8,997",53.6,54.0,53.2,53.6,-,0.3,53.6,53.7
19,2317,鴻海,"26,363,008","21,715",135.0,136.5,133.5,135.5,+,1.0,135.5,136.0
20,4916,事欣科,"25,303,353","16,552",37.8,41.0,37.55,38.9,+,1.55,38.9,38.95
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
