排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2408,南亞科,"127,779,362","55,628",49.8,51.1,48.35,49.45,-,0.05,49.45,49.5
2,3706,神達,"109,064,561","68,464",69.4,71.8,68.5,70.7,+,2.0,70.6,70.7
3,9904,寶成,"94,587,214","24,719",31.8,35.05,31.55,35.05,+,3.15,35.0,35.05
4,2888,新光金,"90,911,452","11,037",11.35,11.4,11.2,11.3,-,0.1,11.3,11.35
5,"=""0050""",元大台灣50,"76,741,186","34,114",48.57,48.75,48.38,48.65,+,0.01,48.65,48.66
6,2344,華邦電,"68,749,472","17,072",19.9,20.1,19.5,19.55,-,0.3,19.55,19.6
7,2883,凱基金,"66,859,533","20,094",15.2,15.25,14.9,14.95,-,0.4,14.95,15.0
8,2317,鴻海,"66,421,265","38,870",160.0,162.0,160.0,162.0,X,0.0,161.5,162.0
9,2885,元大金,"59,063,262","20,017",32.25,32.45,31.75,32.25,-,0.45,32.2,32.25
10,3711,日月光投控,"54,051,499","17,053",140.5,144.0,138.0,141.5,X,0.0,141.0,141.5
11,6112,邁達特,"53,435,208","32,821",56.7,59.5,55.4,56.0,-,0.4,55.9,56.0
12,2891,中信金,"49,291,282","15,211",43.95,44.65,43.9,43.9,-,0.1,43.9,43.95
13,"=""00953B""",群益優選非投等債,"46,170,729","3,623",9.11,9.11,9.06,9.09,-,0.02,9.08,9.09
14,2324,仁寶,"42,449,157","10,250",28.7,29.2,28.5,28.9,+,0.05,28.85,28.9
15,6191,精成科,"42,395,302","26,214",90.5,92.5,89.5,90.8,+,0.5,90.8,90.9
16,2303,聯電,"41,524,021","10,283",43.85,44.45,43.8,44.45,+,0.5,44.35,44.45
17,2618,長榮航,"38,247,402","15,477",40.15,41.0,39.95,40.9,+,0.85,40.85,40.9
18,"=""00940""",元大台灣價值高息,"37,815,975","5,999",8.99,9.08,8.99,9.08,+,0.07,9.07,9.08
19,"=""0056""",元大高股息,"37,648,132","15,403",34.69,34.86,34.65,34.85,+,0.14,34.85,34.86
20,6153,嘉聯益,"35,738,166","12,932",14.65,15.5,14.6,15.25,+,0.55,15.2,15.25
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
