排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"196,559,947","7,277",3.51,3.54,3.5,3.52,-,0.02,3.52,3.53
2,2880,華南金,"119,898,560","36,869",25.6,25.7,24.9,25.05,X,0.0,25.0,25.05
3,2888,新光金,"117,735,704","15,209",10.6,10.8,10.55,10.7,+,0.05,10.65,10.7
4,2317,鴻海,"117,511,594","74,230",180.0,183.0,178.0,181.0,+,5.0,180.5,181.0
5,"=""00680L""",元大美債20正2,"94,822,736","5,936",9.39,9.41,9.35,9.36,-,0.02,9.35,9.36
6,"=""00929""",復華台灣科技優息,"87,319,145","28,117",19.4,19.4,19.25,19.29,+,0.02,19.29,19.3
7,2365,昆盈,"74,846,632","44,030",63.1,65.7,61.8,64.5,+,1.6,64.4,64.5
8,2891,中信金,"71,361,719","27,245",34.6,34.65,33.75,34.5,,0.0,34.45,34.5
9,"=""00878""",國泰永續高股息,"69,400,121","29,651",23.08,23.08,22.92,22.99,+,0.07,22.99,23.0
10,2609,陽明,"66,663,164","37,800",63.5,63.8,61.2,61.8,-,1.7,61.8,61.9
11,3481,群創,"62,086,907","17,115",15.0,15.0,14.7,14.7,-,0.1,14.7,14.75
12,2615,萬海,"60,173,371","43,618",82.0,82.5,78.0,79.1,-,3.4,79.1,79.2
13,1513,中興電,"53,873,492","37,838",163.5,172.0,163.5,170.5,-,11.0,170.0,170.5
14,3013,晟銘電,"50,065,584","30,842",106.0,108.0,102.0,106.0,+,2.5,105.5,106.0
15,"=""00715L""",期街口布蘭特正2,"49,566,945","5,314",16.01,16.11,15.9,15.96,+,0.61,15.96,15.97
16,"=""00940""",元大台灣價值高息,"49,212,345","12,341",9.57,9.61,9.53,9.55,,0.0,9.55,9.56
17,3019,亞光,"48,655,828","24,825",99.0,108.0,99.0,108.0,+,9.6,108.0,0.0
18,3062,建漢,"45,437,148","22,224",29.8,31.9,29.1,30.75,+,1.75,30.7,30.75
19,"=""00688L""",國泰20年美債正2,"43,602,744","2,689",9.33,9.37,9.29,9.32,-,0.01,9.31,9.32
20,2618,長榮航,"43,537,404","14,587",34.45,34.95,34.15,34.45,,0.0,34.4,34.45
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
