排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00919""",群益台灣精選高息,"241,053,074","140,591",22.99,22.99,22.78,22.82,-,0.18,22.81,22.82
2,"=""00878""",國泰永續高股息,"188,293,961","124,902",21.75,21.76,21.62,21.69,-,0.13,21.68,21.69
3,"=""0056""",元大高股息,"148,134,549","117,035",36.02,36.03,35.56,35.8,-,0.27,35.79,35.8
4,2317,鴻海,"111,580,460","127,991",158.0,158.5,153.0,154.0,-,6.5,154.0,154.5
5,2337,旺宏,"103,558,789","34,286",23.3,23.5,22.55,22.85,-,0.4,22.85,22.9
6,1316,上曜,"90,656,591","28,236",18.35,19.8,17.9,19.45,+,0.9,19.45,19.5
7,2883,凱基金,"75,783,403","18,436",18.15,18.15,17.7,17.75,-,0.5,17.75,17.8
8,"=""00665L""",富邦�琤肭磪囓�2,"74,706,785","6,600",11.91,11.91,11.26,11.26,-,0.52,11.26,11.27
9,3481,群創,"72,381,330","14,703",15.9,16.0,15.5,15.65,-,0.3,15.65,15.7
10,2009,第一銅,"70,225,817","39,592",47.5,48.75,43.15,45.2,-,1.75,45.15,45.2
11,2891,中信金,"65,800,630","15,756",40.15,40.55,40.1,40.45,+,0.05,40.4,40.45
12,"=""00637L""",元大滬深300正2,"63,271,343","6,381",16.55,16.55,16.16,16.24,-,0.2,16.24,16.25
13,2344,華邦電,"58,260,040","17,155",19.3,19.4,18.5,18.7,-,0.55,18.65,18.7
14,2634,漢翔,"52,076,890","29,284",52.2,53.8,51.2,52.8,+,0.4,52.8,52.9
15,"=""00953B""",群益優選非投等債,"45,992,830","4,304",10.29,10.3,10.28,10.3,+,0.01,10.29,10.3
16,2888,新光金,"45,809,755","6,093",12.6,12.65,12.45,12.5,-,0.15,12.5,12.55
17,"=""00753L""",中信中國50正2,"45,029,231","6,355",11.87,11.92,11.35,11.35,-,0.4,11.34,11.35
18,"=""00632R""",元大台灣50反1,"42,435,193","9,481",24.22,24.52,24.21,24.4,+,0.4,24.4,24.41
19,"=""00940""",元大台灣價值高息,"42,270,928","13,298",9.4,9.4,9.28,9.31,-,0.12,9.31,9.32
20,2409,友達,"41,122,018","8,959",14.95,14.95,14.3,14.3,-,0.6,14.3,14.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
