排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"573,640,599","150,256",35.0,36.7,34.7,35.25,+,1.15,35.25,35.3
2,2610,華航,"413,875,052","109,897",27.7,29.0,27.5,28.2,+,0.85,28.15,28.2
3,"=""00632R""",元大台灣50反1,"225,144,852","8,126",5.36,5.36,5.3,5.3,-,0.09,5.3,5.31
4,1605,華新,"177,224,518","53,672",31.7,34.3,31.6,34.3,+,3.1,34.3,0.0
5,1708,東鹼,"113,250,143","56,170",68.5,70.3,66.0,66.4,-,0.4,66.4,66.5
6,2603,長榮,"102,258,649","44,013",136.5,140.5,136.0,140.0,+,5.5,140.0,140.5
7,2303,聯電,"91,923,630","52,468",47.85,48.75,47.75,48.5,+,1.2,48.5,48.55
8,2834,臺企銀,"87,574,952","23,055",13.75,13.85,13.4,13.6,-,0.1,13.6,13.65
9,6443,元晶,"87,533,788","45,816",45.7,45.95,43.9,44.9,-,0.7,44.9,44.95
10,2888,新光金,"59,728,097","11,048",10.85,11.0,10.8,10.9,+,0.1,10.9,10.95
11,"=""00637L""",元大滬深300正2,"57,348,940","6,867",16.9,17.09,16.75,17.02,+,0.22,17.02,17.03
12,2030,彰源,"54,320,277","25,910",39.0,41.5,38.4,40.45,+,1.75,40.45,40.5
13,3481,群創,"52,613,215","15,371",15.7,16.05,15.6,16.05,+,0.65,16.0,16.05
14,2609,陽明,"48,707,320","23,720",122.0,124.5,121.5,124.5,+,4.5,124.0,124.5
15,2023,燁輝,"46,969,105","16,222",25.2,26.35,24.95,26.2,+,1.35,26.15,26.2
16,2891,中信金,"45,132,455","15,642",30.7,30.8,30.2,30.35,-,0.35,30.35,30.4
17,"=""00673R""",期元大S&P原油反1,"42,817,105","4,469",8.47,8.54,8.41,8.51,-,0.36,8.5,8.51
18,2344,華邦電,"41,192,348","18,487",27.85,28.45,27.7,28.45,+,1.0,28.4,28.45
19,1314,中石化,"40,978,876","10,109",12.5,12.85,12.45,12.65,+,0.25,12.65,12.7
20,2883,凱基金,"40,699,817","14,927",19.7,19.85,19.5,19.65,+,0.1,19.6,19.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
