排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"144,125,871","8,111",5.27,5.28,5.23,5.23,-,0.03,5.23,5.24
2,"=""00673R""",期元大S&P原油反1,"114,221,248","8,811",8.56,8.56,8.49,8.5,-,0.19,8.49,8.5
3,3481,群創,"113,998,504","25,983",15.35,15.45,15.05,15.15,-,0.45,15.15,15.2
4,1605,華新,"104,860,469","52,932",51.6,54.0,51.3,53.8,+,3.1,53.7,53.8
5,2317,鴻海,"72,773,055","32,304",103.5,106.0,103.5,105.0,+,1.5,104.5,105.0
6,6235,華孚,"64,172,754","29,465",64.4,66.0,64.2,65.5,+,1.4,65.4,65.5
7,"=""00637L""",元大滬深300正2,"57,417,607","7,971",16.09,16.35,15.97,16.06,-,0.05,16.05,16.06
8,2891,中信金,"53,241,350","7,568",22.55,22.75,22.55,22.65,+,0.1,22.65,22.7
9,2457,飛宏,"51,046,826","27,465",49.0,51.3,48.8,49.8,+,1.05,49.8,49.85
10,2409,友達,"49,622,003","15,649",19.05,19.15,18.65,19.15,-,0.1,19.15,19.2
11,"=""00878""",國泰永續高股息,"49,596,062","19,137",17.25,17.34,17.24,17.31,+,0.08,17.31,17.32
12,3013,晟銘電,"45,429,607","15,006",25.0,25.3,24.05,24.8,,0.0,24.75,24.8
13,2303,聯電,"43,527,496","18,655",51.5,51.9,51.0,51.6,-,0.3,51.6,51.7
14,2344,華邦電,"42,625,839","14,201",25.0,25.05,24.55,24.9,-,0.25,24.9,24.95
15,"=""00715L""",期街口布蘭特正2,"37,950,116","4,724",15.5,15.85,15.5,15.72,+,0.51,15.72,15.73
16,2482,連宇,"37,233,578","18,062",52.0,53.5,51.2,51.8,,0.0,51.7,51.8
17,1609,大亞,"36,700,334","16,285",25.2,26.35,25.05,25.8,+,0.9,25.8,25.85
18,1513,中興電,"36,497,433","24,006",97.1,101.0,97.1,98.5,+,1.5,98.5,98.6
19,6770,力積電,"35,766,473","17,538",35.0,35.35,34.75,35.15,+,0.2,35.15,35.2
20,1504,東元,"35,038,132","13,806",32.25,35.1,32.1,35.1,+,3.15,35.1,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
