排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"593,858,538","31,480",5.95,5.96,5.81,5.82,-,0.17,5.82,5.83
2,2303,聯電,"195,205,437","77,799",45.0,47.1,44.8,46.6,+,1.7,46.55,46.6
3,1605,華新,"193,573,988","83,015",45.45,48.85,45.2,48.35,+,3.8,48.3,48.35
4,2330,台積電,"118,536,865","139,136",465.0,487.0,462.0,480.0,+,35.0,480.0,480.5
5,"=""00637L""",元大滬深300正2,"115,860,921","13,217",14.03,14.5,13.77,14.43,+,0.32,14.42,14.43
6,"=""00878""",國泰永續高股息,"81,526,839","29,021",16.74,16.78,16.6,16.77,+,0.03,16.77,16.78
7,3481,群創,"63,551,939","12,303",13.05,13.2,12.95,13.2,+,0.15,13.15,13.2
8,9904,寶成,"60,923,864","20,994",31.75,32.85,31.4,32.85,+,1.1,32.8,32.85
9,2014,中鴻,"57,058,791","23,821",23.1,24.5,22.5,24.1,+,1.65,24.1,24.15
10,"=""00885""",富邦越南,"56,712,341","10,883",10.02,10.26,9.99,10.17,+,0.17,10.17,10.18
11,2201,裕隆,"54,170,866","25,105",49.1,51.9,48.5,51.1,+,1.6,51.1,51.2
12,"=""00673R""",期元大S&P原油反1,"52,653,553","3,030",8.29,8.33,8.27,8.31,+,0.24,8.3,8.31
13,"=""037949""",德律永豐55購01,"49,102,000",701,0.05,0.09,0.05,0.08,+,0.03,0.07,0.08
14,1101,台泥,"48,301,092","23,138",33.95,33.95,33.0,33.85,-,0.3,33.8,33.85
15,2317,鴻海,"47,027,211","16,800",101.5,102.5,101.0,101.5,,0.0,101.5,102.0
16,3037,欣興,"45,159,257","30,083",158.5,162.0,156.5,161.0,+,2.5,161.0,161.5
17,2888,新光金,"42,201,369","6,944",8.6,8.7,8.52,8.67,+,0.07,8.66,8.67
18,6443,元晶,"41,829,313","21,918",32.2,33.5,32.15,33.45,+,1.5,33.4,33.45
19,2609,陽明,"41,053,724","19,787",66.8,66.8,64.8,65.3,-,0.9,65.3,65.4
20,"=""0056""",元大高股息,"40,312,056","18,161",25.42,25.56,25.27,25.55,+,0.13,25.54,25.55
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
