排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"336,632,699","95,010",28.85,30.15,28.55,30.15,+,1.3,30.1,30.15
2,2610,華航,"241,122,029","60,707",26.8,27.75,26.6,27.75,+,0.8,27.7,27.75
3,2603,長榮,"153,813,806","67,734",133.5,135.0,131.0,131.5,-,0.5,131.0,131.5
4,2834,臺企銀,"150,457,087","27,649",10.75,11.2,10.7,11.15,+,0.55,11.1,11.15
5,"=""00632R""",元大台灣50反1,"121,623,722","5,112",5.11,5.11,5.08,5.08,,0.0,5.08,5.09
6,2409,友達,"121,045,546","30,766",21.15,21.65,21.1,21.6,-,0.3,21.6,21.65
7,2303,聯電,"84,972,540","38,526",55.5,56.0,55.0,55.4,-,0.4,55.4,55.5
8,3481,群創,"68,233,494","27,130",17.35,17.5,17.3,17.4,-,0.35,17.4,17.45
9,"=""00637L""",元大滬深300正2,"58,208,596","9,375",20.2,20.59,19.93,20.28,+,0.34,20.27,20.28
10,2888,新光金,"57,435,834","9,664",11.35,11.55,11.3,11.5,+,0.1,11.5,11.55
11,2609,陽明,"55,575,401","25,430",114.0,115.0,112.0,112.0,-,2.0,112.0,112.5
12,3035,智原,"54,847,620","35,810",232.5,249.5,231.5,244.0,+,10.0,244.0,244.5
13,2883,凱基金,"51,707,874","11,700",19.15,19.4,19.1,19.3,,0.0,19.3,19.35
14,2337,旺宏,"47,690,206","20,468",42.8,43.95,42.7,43.55,+,0.65,43.5,43.55
15,2002,中鋼,"42,943,632","15,027",35.6,35.9,35.5,35.7,+,0.05,35.65,35.7
16,"=""00893""",國泰智能電動車,"42,571,465","19,630",14.99,14.99,14.88,14.9,-,0.35,14.89,14.9
17,2891,中信金,"42,382,526","12,600",28.6,28.85,28.5,28.85,,0.0,28.8,28.85
18,2344,華邦電,"41,089,969","16,251",33.05,33.45,32.9,33.1,-,0.2,33.05,33.1
19,"=""062248""",凌陽凱基47購01,"40,653,000",210,1.8,1.9,1.78,1.79,-,0.08,1.78,1.79
20,2462,良得電,"39,923,618","20,262",36.8,37.85,35.75,36.0,-,0.75,36.0,36.05
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
