排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2891,中信金,"194,365,202","46,364",41.3,42.0,40.85,41.1,+,0.3,41.1,41.15
2,2890,永豐金,"138,650,565","44,016",23.3,23.5,22.55,23.05,-,0.35,23.05,23.1
3,2882,國泰金,"134,495,389","58,604",62.6,63.0,61.2,61.2,-,1.0,61.2,61.3
4,2408,南亞科,"117,457,696","46,900",43.65,44.8,41.35,41.7,-,0.25,41.7,41.75
5,1802,台玻,"110,430,187","32,531",16.0,16.9,15.7,16.15,+,0.5,16.1,16.15
6,2303,聯電,"98,207,783","30,701",46.4,47.45,46.15,47.05,+,1.05,47.05,47.1
7,2615,萬海,"86,402,523","38,447",118.5,119.0,112.0,112.5,-,5.5,112.5,113.0
8,3037,欣興,"74,406,490","38,171",112.0,115.0,105.5,109.5,-,1.0,109.5,110.0
9,2892,第一金,"73,607,336","15,699",27.25,27.3,26.85,26.9,-,0.35,26.85,26.9
10,2609,陽明,"69,555,459","30,194",82.8,83.4,79.9,81.3,-,0.7,81.2,81.3
11,"=""00919""",群益台灣精選高息,"62,473,802","29,751",22.43,22.44,22.05,22.14,-,0.04,22.14,22.15
12,2883,凱基金,"61,761,422","10,728",17.55,17.6,17.25,17.3,-,0.15,17.25,17.3
13,6191,精成科,"60,424,066","34,305",97.2,97.9,94.3,96.3,+,1.2,96.2,96.3
14,3481,群創,"59,155,040","14,692",12.65,12.7,12.3,12.35,-,0.2,12.35,12.4
15,1101,台泥,"58,463,135","17,815",29.35,29.45,28.9,29.1,-,0.25,29.1,29.15
16,2324,仁寶,"55,564,793","18,884",28.35,28.45,27.5,27.85,-,0.15,27.85,27.9
17,2337,旺宏,"52,414,761","18,000",22.65,23.2,21.5,21.7,+,0.5,21.7,21.75
18,2344,華邦電,"48,953,278","14,300",17.8,18.05,17.3,17.4,+,0.05,17.4,17.45
19,1711,永光,"48,827,668","18,827",22.4,22.4,18.5,18.5,-,1.9,18.5,18.55
20,2887,台新新光金,"47,468,390","7,940",17.2,17.25,17.0,17.15,,0.0,17.1,17.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
