排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"235,712,727","117,416",80.1,85.6,80.0,84.0,+,4.5,84.0,84.1
2,"=""00878""",國泰永續高股息,"155,844,369","48,920",21.25,21.32,21.21,21.26,+,0.03,21.26,21.27
3,2615,萬海,"145,521,844","74,417",103.0,111.0,102.5,111.0,+,10.0,111.0,0.0
4,3706,神達,"133,906,833","72,127",62.1,65.0,61.5,62.0,+,0.5,62.0,62.1
5,2408,南亞科,"126,807,035","51,872",45.3,46.6,44.7,45.65,+,0.35,45.6,45.65
6,2371,大同,"93,079,890","36,337",40.15,42.0,40.15,41.0,-,3.6,41.0,41.05
7,2891,中信金,"82,425,779","24,004",41.05,42.0,41.0,42.0,+,0.85,41.95,42.0
8,3481,群創,"79,896,742","12,532",14.15,14.25,13.95,14.05,+,0.05,14.0,14.05
9,2603,長榮,"79,214,121","60,436",247.0,265.0,245.5,260.5,+,15.0,260.5,261.0
10,2324,仁寶,"76,127,299","23,225",26.9,28.6,26.65,27.8,+,0.9,27.8,27.85
11,2882,國泰金,"75,349,156","25,824",59.9,63.0,59.6,63.0,+,3.4,62.9,63.0
12,"=""00919""",群益台灣精選高息,"68,544,566","22,103",22.52,22.87,22.46,22.8,+,0.28,22.8,22.81
13,2883,凱基金,"65,141,624","12,617",16.75,17.2,16.75,17.15,+,0.4,17.1,17.15
14,"=""00637L""",元大滬深300正2,"60,062,759","5,732",15.5,15.56,15.17,15.26,-,0.28,15.26,15.27
15,2888,新光金,"56,282,173","7,389",11.5,11.85,11.45,11.8,+,0.4,11.75,11.8
16,2887,台新新光金,"55,674,303","9,290",16.6,17.0,16.6,16.95,+,0.3,16.9,16.95
17,"=""00940""",元大台灣價值高息,"52,902,122","7,732",9.17,9.3,9.17,9.26,+,0.09,9.25,9.26
18,2344,華邦電,"49,038,144","13,887",18.1,18.2,17.8,17.95,-,0.15,17.95,18.0
19,"=""00715L""",期街口布蘭特正2,"45,715,748","4,125",9.85,10.04,9.8,9.9,+,0.03,9.89,9.9
20,1618,合機,"45,342,995","28,158",49.65,52.2,49.5,49.85,+,0.55,49.85,49.9
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
