排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"218,115,820","37,896",11.4,12.45,11.35,12.45,+,1.1,12.45,0.0
2,2409,友達,"169,967,535","36,196",15.7,17.15,15.7,16.95,+,1.25,16.9,16.95
3,3047,訊舟,"88,219,981","26,694",17.8,19.65,17.65,19.2,+,1.3,19.2,19.25
4,2367,燿華,"82,257,622","27,997",19.8,22.0,19.75,21.6,+,1.6,21.6,21.65
5,6133,金橋,"80,849,591","34,652",29.35,30.2,26.2,26.8,-,0.8,26.8,26.85
6,2498,宏達電,"70,269,128","32,306",64.5,66.2,63.6,63.9,-,0.3,63.9,64.0
7,1605,華新,"61,559,261","26,008",38.5,38.85,37.3,37.35,-,0.85,37.35,37.4
8,6116,彩晶,"56,788,942","13,798",11.3,12.15,11.2,12.1,+,0.95,12.1,12.15
9,"=""00632R""",元大台灣50反1,"55,964,999","3,021",5.62,5.64,5.58,5.61,,0.0,5.61,5.62
10,1560,中砂,"54,992,854","31,417",170.0,183.0,168.0,169.5,+,3.0,169.0,169.5
11,3035,智原,"53,338,175","45,816",189.5,198.5,189.0,189.5,+,0.5,189.5,190.0
12,2618,長榮航,"48,245,045","16,212",32.3,32.3,31.6,31.7,-,0.6,31.7,31.75
13,8028,昇陽半導體,"47,943,869","31,298",72.8,77.9,71.1,71.3,-,1.2,71.3,71.4
14,1795,美時,"47,457,154","29,604",187.0,193.0,180.5,184.5,,0.0,184.5,185.0
15,"=""00637L""",元大滬深300正2,"47,263,082","4,898",17.04,17.23,16.96,17.06,+,0.06,17.06,17.07
16,2610,華航,"44,704,468","14,849",21.65,21.7,21.25,21.4,-,0.3,21.35,21.4
17,"=""00673R""",期元大S&P原油反1,"38,231,207","3,246",8.46,8.5,8.42,8.5,-,0.13,8.49,8.5
18,2887,台新新光金,"36,993,545","9,136",17.45,17.5,17.3,17.5,+,0.05,17.45,17.5
19,"=""00878""",國泰永續高股息,"36,313,080","13,555",17.17,17.21,17.13,17.17,+,0.02,17.17,17.18
20,2603,長榮,"36,251,396","16,663",98.7,98.9,97.6,98.0,+,0.2,97.9,98.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
