排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2002,中鋼,"253,873,876","79,438",22.00,23.50,21.70,23.25,+,1.35,23.20,23.25
2,2344,華邦電,"244,449,142","60,558",16.50,17.50,15.55,17.15,+,1.15,17.15,17.20
3,1605,華新,"124,127,896","49,052",26.35,28.75,26.20,28.75,+,2.6,28.75,0.00
4,2408,南亞科,"86,058,631","37,136",31.00,33.55,29.60,32.30,+,1.65,32.30,32.35
5,2014,中鴻,"84,056,641","30,924",21.00,22.40,20.65,22.00,+,1.5,22.00,22.05
6,2606,裕民,"83,276,500","48,142",69.60,70.40,65.80,65.80,-,0.8,65.70,65.80
7,2409,友達,"78,860,013","17,101",14.75,14.80,14.10,14.35,+,0.3,14.35,14.40
8,3481,群創,"77,147,935","13,222",14.25,14.30,13.85,14.15,+,0.2,14.15,14.20
9,"=""00637L""",元大滬深300正2,"73,712,233","9,113",15.77,16.14,15.77,16.09,+,0.15,16.08,16.09
10,"=""00929""",復華台灣科技優息,"73,504,755","12,848",18.46,18.51,18.43,18.45,,0.0,18.45,18.46
11,2330,台積電,"73,417,323","218,986","1,065.00","1,070.00","1,060.00","1,060.00",-,30.0,"1,060.00","1,065.00"
12,"=""00953B""",群益優選非投等債,"68,424,174","7,298",10.28,10.29,10.26,10.29,+,0.01,10.28,10.29
13,"=""00878""",國泰永續高股息,"67,139,187","30,124",22.70,22.71,22.62,22.64,-,0.06,22.64,22.65
14,8028,昇陽半導體,"64,188,454","43,294",133.50,143.50,132.50,140.50,+,7.0,140.00,140.50
15,"=""00753L""",中信中國50正2,"62,374,758","6,487",10.32,10.77,10.26,10.77,+,0.17,10.76,10.77
16,"=""00665L""",富邦�琤肭磪囓�2,"62,147,961","5,772",10.20,10.62,10.18,10.58,-,0.02,10.57,10.58
17,2027,大成鋼,"61,910,028","34,765",43.50,44.80,43.35,43.50,-,0.6,43.50,43.55
18,9105,泰金寶-DR,"58,440,312","12,377",8.02,8.02,7.75,7.77,-,0.24,7.77,7.78
19,6770,力積電,"56,873,378","18,643",17.75,18.55,17.60,18.35,+,0.2,18.30,18.35
20,2888,新光金,"53,183,899","7,541",11.90,12.05,11.90,12.00,-,0.15,12.00,12.05
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
