排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2891,中信金,"166,018,693","46,451",40.55,41.8,40.35,41.8,+,0.95,41.75,41.8
2,"=""00919""",群益台灣精選高息,"164,832,240","88,398",22.0,22.02,21.82,21.89,-,0.29,21.89,21.9
3,2882,國泰金,"150,039,562","56,051",59.7,60.9,58.8,60.4,+,0.6,60.3,60.4
4,2890,永豐金,"143,770,394","47,465",22.75,22.85,22.1,22.7,-,0.25,22.65,22.7
5,2408,南亞科,"122,785,870","54,937",45.1,45.8,43.1,45.8,+,0.25,45.75,45.8
6,2892,第一金,"103,880,863","22,487",26.9,27.0,26.35,26.7,-,0.35,26.7,26.75
7,"=""00878""",國泰永續高股息,"102,607,063","74,811",20.23,20.24,20.01,20.05,-,0.38,20.04,20.05
8,1101,台泥,"93,266,178","37,802",29.05,29.05,27.65,27.7,-,1.65,27.7,27.75
9,"=""00637L""",元大滬深300正2,"90,595,780","6,474",14.58,14.58,14.16,14.31,-,0.46,14.3,14.31
10,1325,恆大,"84,968,961","40,075",41.0,43.5,40.3,41.25,+,1.55,41.15,41.25
11,2324,仁寶,"83,273,914","30,866",28.2,28.3,27.0,27.2,-,1.6,27.2,27.25
12,2303,聯電,"82,317,499","34,468",46.8,46.95,45.9,46.95,+,0.2,46.55,46.95
13,2615,萬海,"76,241,240","41,420",110.0,114.0,109.0,110.0,+,2.0,110.0,110.5
14,"=""00753L""",中信中國50正2,"74,153,431","8,530",9.34,9.39,8.97,9.07,-,0.71,9.07,9.08
15,3481,群創,"72,496,172","18,246",12.25,12.3,11.8,11.8,-,0.4,11.8,11.85
16,2887,台新新光金,"70,635,308","13,593",17.0,17.0,16.55,16.6,-,0.55,16.6,16.65
17,"=""0056""",元大高股息,"69,859,171","62,172",34.01,34.01,33.45,33.53,-,0.55,33.52,33.53
18,"=""00632R""",元大台灣50反1,"69,271,823","9,821",23.6,23.86,23.56,23.79,+,0.5,23.78,23.79
19,2881,富邦金,"68,838,382","25,806",79.6,82.2,79.2,81.8,+,2.2,81.7,81.8
20,2027,大成鋼,"68,707,818","28,754",39.0,39.0,37.2,37.7,+,2.15,37.65,37.7
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
