排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"253,484,652","9,048",3.44,3.44,3.4,3.41,-,0.07,3.4,3.41
2,3481,群創,"227,209,851","55,924",15.65,15.75,15.05,15.05,-,0.45,15.05,15.1
3,"=""00929""",復華台灣科技優息,"157,246,688","54,263",19.81,19.9,19.78,19.82,+,0.14,19.82,19.83
4,2888,新光金,"151,470,776","16,460",10.65,10.9,10.65,10.8,+,0.3,10.75,10.8
5,2409,友達,"95,820,146","37,735",18.45,18.65,17.9,17.9,-,0.5,17.9,17.95
6,"=""00919""",群益台灣精選高息,"91,634,917","39,529",24.7,24.8,24.66,24.78,+,0.34,24.78,24.79
7,2317,鴻海,"86,260,900","60,728",198.5,201.5,197.0,201.5,+,9.0,201.0,201.5
8,"=""00940""",元大台灣價值高息,"80,685,959","19,236",9.85,9.93,9.85,9.92,+,0.12,9.92,9.93
9,2891,中信金,"63,920,226","16,322",35.8,36.25,35.6,35.85,+,0.35,35.85,35.9
10,2303,聯電,"54,070,807","18,188",51.0,51.3,50.5,51.3,+,1.1,51.2,51.3
11,2884,玉山金,"53,594,001","10,887",29.8,30.1,29.75,29.8,+,0.1,29.8,29.85
12,2330,台積電,"53,439,290","96,981",963.0,979.0,956.0,979.0,+,40.0,978.0,979.0
13,2610,華航,"52,785,872","16,557",21.8,22.6,21.7,22.55,+,1.0,22.5,22.55
14,"=""00878""",國泰永續高股息,"50,340,471","26,169",23.4,23.52,23.4,23.46,+,0.26,23.46,23.47
15,2609,陽明,"49,239,168","28,094",59.7,61.8,59.0,60.8,+,2.2,60.8,60.9
16,2312,金寶,"47,862,525","18,301",25.0,25.25,23.9,23.9,-,0.05,23.85,23.9
17,2365,昆盈,"47,634,688","31,554",66.6,69.2,64.0,64.3,+,0.8,64.3,64.4
18,"=""00946""",群益科技高息成長,"47,310,908","11,578",10.22,10.27,10.16,10.24,+,0.12,10.23,10.24
19,"=""00680L""",元大美債20正2,"46,256,790","3,371",8.65,8.68,8.64,8.67,-,0.05,8.66,8.67
20,2883,凱基金,"44,923,748","7,179",15.6,15.9,15.6,15.8,+,0.35,15.75,15.8
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
