排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2887,台新新光金,"175,904,618","21,742",16.6,16.6,16.5,16.55,-,0.05,16.5,16.55
2,1802,台玻,"133,627,852","43,037",24.0,25.2,23.55,24.7,+,0.75,24.65,24.7
3,2449,京元電子,"117,491,664","68,418",138.5,144.0,137.0,140.0,+,6.5,140.0,140.5
4,1303,南亞,"113,452,259","51,822",36.5,40.2,36.0,39.85,+,3.05,39.8,39.85
5,"=""00982A""",主動群益台灣強棒,"104,775,807","15,704",12.5,12.63,12.4,12.63,+,0.19,12.62,12.63
6,2374,佳能,"96,035,801","67,158",74.0,79.8,73.2,75.1,+,1.0,75.1,75.2
7,2354,鴻準,"90,155,812","39,243",74.1,76.3,73.3,76.3,+,6.9,76.3,0.0
8,3481,群創,"88,069,601","14,603",11.85,12.1,11.85,12.1,+,0.35,12.05,12.1
9,2027,大成鋼,"78,129,173","49,630",43.0,43.45,41.9,41.9,-,0.4,41.9,41.95
10,"=""0050""",元大台灣50,"74,255,676","56,445",52.35,53.1,52.05,52.85,+,0.4,52.85,52.9
11,"=""00919""",群益台灣精選高息,"70,058,581","32,345",21.49,21.49,21.38,21.43,-,0.06,21.43,21.44
12,"=""00981A""",主動統一台股增長,"69,637,124","11,556",12.68,12.88,12.6,12.87,+,0.21,12.87,12.88
13,3231,緯創,"69,362,778","38,741",126.0,128.0,123.0,127.5,+,3.0,127.0,127.5
14,"=""00878""",國泰永續高股息,"67,397,272","33,950",21.24,21.25,21.15,21.24,-,0.02,21.24,21.25
15,3706,神達,"63,724,214","42,294",82.9,84.8,81.5,84.8,+,2.0,84.7,84.8
16,2408,南亞科,"54,973,787","32,296",45.1,45.4,43.8,43.8,-,0.15,43.8,43.85
17,2317,鴻海,"52,291,064","48,797",194.0,198.0,192.5,198.0,+,3.5,197.5,198.0
18,6215,和椿,"51,338,207","34,704",136.0,143.5,136.0,139.5,+,6.0,139.0,139.5
19,2406,國碩,"50,074,589","21,539",20.0,20.8,19.6,20.8,+,1.85,20.8,0.0
20,"=""00632R""",元大台灣50反1,"48,234,267","8,461",20.16,20.21,19.89,19.94,-,0.16,19.94,19.95
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
