排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2457,飛宏,"209,815,459","90,480",48.05,52.0,48.05,49.9,+,2.55,49.85,49.9
2,2312,金寶,"197,221,299","45,658",15.95,16.75,15.75,16.75,+,1.5,16.75,0.0
3,"=""00900""",富邦特選高股息30,"108,665,125","37,249",15.4,15.4,15.28,15.28,-,0.14,15.28,15.29
4,2498,宏達電,"93,449,904","44,375",85.4,87.8,84.7,87.1,+,3.3,87.1,87.2
5,2610,華航,"88,040,619","21,501",26.4,26.65,26.1,26.15,+,0.05,26.15,26.2
6,2883,凱基金,"85,487,886","10,829",16.65,16.75,16.55,16.7,+,0.05,16.7,16.75
7,2399,映泰,"84,972,059","33,655",26.05,27.2,25.5,27.0,+,1.65,26.95,27.0
8,2340,台亞,"82,750,882","28,458",66.6,66.6,64.5,66.6,+,6.0,66.6,0.0
9,"=""00632R""",元大台灣50反1,"81,923,412","5,099",5.22,5.23,5.2,5.21,-,0.04,5.21,5.22
10,"=""00715L""",期街口布蘭特正2,"78,556,907","6,000",9.57,9.63,9.52,9.57,+,0.36,9.56,9.57
11,2303,聯電,"70,807,092","26,576",64.4,64.5,63.8,63.9,+,0.2,63.8,63.9
12,3481,群創,"68,457,404","14,160",19.1,19.2,19.0,19.05,+,0.05,19.0,19.05
13,2374,佳能,"64,644,317","26,185",26.0,27.7,25.65,27.7,+,2.5,27.7,0.0
14,2409,友達,"63,480,249","12,446",22.35,22.65,22.2,22.2,-,0.05,22.2,22.25
15,2476,鉅祥,"60,854,794","36,376",73.0,78.0,73.0,77.9,+,6.7,77.8,77.9
16,2002,中鋼,"58,411,810","18,136",35.6,35.65,35.1,35.5,-,0.15,35.45,35.5
17,3037,欣興,"55,627,208","39,081",230.0,240.0,229.0,240.0,+,12.5,239.5,240.0
18,3035,智原,"53,691,189","32,876",248.5,251.5,241.0,243.0,,0.0,243.0,243.5
19,2603,長榮,"52,368,634","20,285",141.5,142.0,139.0,139.0,-,1.0,139.0,139.5
20,3059,華晶科,"50,760,040","27,509",47.15,50.0,47.1,50.0,+,2.85,49.95,50.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
