排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"145,244,013","33,380",19.32,19.58,19.32,19.56,+,0.3,19.56,19.57
2,2329,華泰,"142,796,373","78,662",83.8,87.5,81.8,82.8,+,1.2,82.8,82.9
3,3231,緯創,"105,971,192","55,707",124.0,124.5,119.0,119.0,+,0.5,119.0,119.5
4,"=""00919""",群益台灣精選高息,"99,760,496","32,072",23.2,23.64,23.19,23.62,+,0.56,23.62,23.63
5,2313,華通,"97,259,876","50,569",74.4,80.1,73.1,80.1,+,7.2,80.1,0.0
6,"=""00632R""",元大台灣50反1,"87,244,579","5,177",4.24,4.26,4.23,4.24,-,0.03,4.23,4.24
7,2371,大同,"78,348,404","31,661",45.45,48.1,44.65,45.4,+,1.0,45.4,45.45
8,"=""00637L""",元大滬深300正2,"73,023,429","8,954",12.67,12.71,12.5,12.71,-,0.07,12.71,12.72
9,2356,英業達,"71,330,352","35,034",57.9,58.5,56.3,56.3,-,0.3,56.3,56.4
10,2609,陽明,"70,222,593","30,664",48.95,50.4,48.3,49.95,+,1.6,49.95,50.0
11,"=""00878""",國泰永續高股息,"69,859,550","25,688",22.4,22.5,22.35,22.41,+,0.12,22.41,22.42
12,"=""00665L""",富邦�琤肭磪囓�2,"64,864,477","4,840",5.33,5.47,5.27,5.47,+,0.02,5.46,5.47
13,1503,士電,"63,389,432","44,561",163.0,177.0,161.0,172.0,+,11.0,171.5,172.0
14,2603,長榮,"53,634,158","31,141",156.0,163.0,154.0,162.5,+,7.5,162.0,162.5
15,2489,瑞軒,"52,796,434","18,331",17.0,17.4,15.7,16.45,-,0.3,16.4,16.45
16,1316,上曜,"51,661,698","12,014",18.6,18.6,16.8,17.3,-,0.8,17.3,17.35
17,2367,燿華,"50,972,541","15,895",20.7,21.45,20.25,21.25,+,0.6,21.25,21.3
18,2303,聯電,"44,644,288","16,957",48.6,48.85,48.4,48.6,+,0.1,48.6,48.65
19,3025,星通,"41,074,115","21,946",74.3,80.3,73.1,80.3,+,7.3,80.3,0.0
20,2353,宏��,"40,114,374","20,619",47.7,48.35,46.85,46.85,-,0.4,46.85,46.9
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
