排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1802,台玻,"270,907,056","69,277",25.25,27.15,25.1,27.15,+,2.45,27.15,0.0
2,2887,台新新光金,"254,628,436","28,882",15.85,16.05,15.75,15.95,X,0.0,15.95,16.0
3,1303,南亞,"165,359,332","76,035",40.65,42.35,40.4,41.4,+,1.55,41.35,41.4
4,3706,神達,"137,648,783","78,183",86.9,89.5,83.3,83.5,-,1.3,83.5,83.6
5,2354,鴻準,"123,937,191","82,369",77.2,77.7,71.6,71.7,-,4.6,71.7,71.8
6,2408,南亞科,"107,010,806","50,669",45.05,47.95,45.05,47.45,+,3.65,47.45,47.5
7,2344,華邦電,"104,374,238","30,104",17.7,18.6,17.7,18.45,+,1.05,18.45,18.5
8,"=""00982A""",主動群益台灣強棒,"103,302,620","17,339",12.71,12.71,12.6,12.63,,0.0,12.62,12.63
9,"=""00981A""",主動統一台股增長,"73,782,626","12,238",12.94,12.94,12.84,12.91,+,0.04,12.9,12.91
10,3715,定穎投控,"67,428,922","42,830",96.4,102.0,95.6,98.8,+,3.0,98.8,99.0
11,4958,臻鼎-KY,"64,611,509","39,261",142.0,151.0,139.5,147.0,+,5.5,147.0,147.5
12,"=""00919""",群益台灣精選高息,"61,973,413","18,477",21.43,21.54,21.43,21.5,+,0.07,21.49,21.5
13,"=""0050""",元大台灣50,"60,122,164","52,316",52.85,53.0,52.55,52.9,+,0.05,52.85,52.9
14,2630,亞航,"58,993,883","36,332",52.9,56.8,52.2,56.8,+,5.1,56.8,0.0
15,"=""00637L""",元大滬深300正2,"58,200,528","7,130",16.31,16.82,16.29,16.76,+,0.42,16.75,16.76
16,2402,毅嘉,"54,451,551","31,653",46.45,48.0,46.0,46.95,+,1.1,46.95,47.0
17,3481,群創,"54,005,411","11,081",12.1,12.3,12.05,12.2,+,0.1,12.2,12.25
18,1301,台塑,"51,012,045","22,517",39.0,40.85,38.8,39.7,+,1.25,39.65,39.7
19,1326,台化,"48,244,429","20,101",28.2,30.4,28.2,29.2,+,1.2,29.15,29.2
20,"=""00878""",國泰永續高股息,"45,082,865","20,254",21.24,21.28,21.24,21.24,,0.0,21.24,21.25
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
