排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"120,372,038","5,005",5.35,5.37,5.33,5.35,-,0.03,5.35,5.36
2,2457,飛宏,"103,229,933","51,706",60.5,64.8,60.2,61.1,+,1.6,61.1,61.2
3,3481,群創,"78,033,182","14,725",14.8,15.0,14.7,14.7,+,0.25,14.7,14.75
4,3231,緯創,"67,075,620","29,866",37.0,37.95,36.55,37.55,+,1.65,37.5,37.55
5,2453,凌群,"63,492,125","33,214",68.8,71.5,66.3,68.7,+,3.0,68.7,68.8
6,"=""00637L""",元大滬深300正2,"61,629,760","7,272",14.8,15.05,14.71,15.05,+,0.37,15.04,15.05
7,"=""00715L""",期街口布蘭特正2,"57,142,727","5,511",11.52,11.52,11.27,11.41,+,0.29,11.4,11.41
8,2402,毅嘉,"45,783,998","16,059",22.6,24.35,22.55,24.35,+,2.2,24.35,0.0
9,2303,聯電,"45,442,640","22,803",53.5,53.6,52.6,52.8,-,0.4,52.7,52.8
10,2834,臺企銀,"43,806,973","10,753",13.0,13.4,13.0,13.25,+,0.3,13.2,13.25
11,2471,資通,"42,013,879","25,169",48.5,52.6,48.45,49.65,+,1.8,49.65,49.7
12,2409,友達,"39,993,526","10,897",18.4,18.7,18.15,18.25,+,0.25,18.25,18.3
13,2891,中信金,"39,911,028","14,099",21.0,21.25,20.85,21.05,+,0.05,21.0,21.05
14,2888,新光金,"37,058,792","7,056",8.08,8.18,8.04,8.15,+,0.16,8.15,8.16
15,6443,元晶,"36,008,455","21,019",40.1,40.35,39.1,39.1,-,0.8,39.1,39.15
16,6235,華孚,"35,416,823","20,095",72.2,77.3,71.5,71.9,+,1.1,71.9,72.0
17,"=""00878""",國泰永續高股息,"35,189,962","18,401",16.9,16.99,16.9,16.93,+,0.07,16.93,16.94
18,"=""00885""",富邦越南,"34,348,440","10,242",10.99,11.03,10.94,10.96,-,0.08,10.96,10.97
19,2388,威盛,"31,761,555","19,790",93.1,93.7,89.1,89.1,-,2.7,89.1,89.2
20,3037,欣興,"30,443,954","18,932",137.0,139.5,136.0,138.5,+,3.0,138.0,138.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
