排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00878""",國泰永續高股息,"253,790,498","98,545",22.67,22.89,21.8,21.86,-,0.59,21.85,21.86
2,2301,光寶科,"221,244,282","104,410",170.0,174.5,145.0,150.5,-,9.0,150.0,150.5
3,"=""00632R""",元大台灣50反1,"187,069,825","6,890",4.65,4.74,4.64,4.73,+,0.05,4.72,4.73
4,3231,緯創,"180,369,879","102,574",159.0,160.0,141.5,141.5,-,15.5,0.0,141.5
5,2312,金寶,"164,454,781","32,175",17.95,17.95,16.95,17.3,+,0.95,17.3,17.35
6,2329,華泰,"148,816,436","74,219",50.8,51.2,43.7,44.95,-,3.25,44.9,44.95
7,2888,新光金,"143,958,085","25,240",9.65,9.95,9.56,9.63,+,0.05,9.63,9.64
8,6282,康舒,"134,472,529","78,164",57.0,59.3,54.7,55.5,+,0.6,55.5,55.6
9,2382,廣達,"128,680,484","96,478",269.5,271.0,238.5,238.5,-,26.0,0.0,238.5
10,2344,華邦電,"114,785,284","36,905",29.0,30.25,29.0,29.35,+,0.75,29.35,29.4
11,"=""00637L""",元大滬深300正2,"107,742,585","14,098",16.45,16.91,16.19,16.26,+,0.21,16.25,16.26
12,"=""00929""",復華台灣科技優息,"107,329,631","25,735",16.8,16.91,16.51,16.65,+,0.1,16.65,16.66
13,"=""0056""",元大高股息,"97,223,861","47,294",36.66,37.25,35.61,35.74,-,0.84,35.73,35.74
14,3481,群創,"96,678,822","20,989",17.15,17.25,16.6,16.65,-,0.25,16.65,16.7
15,1802,台玻,"89,951,214","25,702",20.0,21.7,19.6,21.6,+,1.8,21.6,21.65
16,2409,友達,"83,689,003","26,169",21.5,21.55,20.6,20.7,-,0.55,20.65,20.7
17,1905,華紙,"83,256,238","39,158",31.0,32.55,29.8,32.05,+,1.3,32.05,32.1
18,2883,凱基金,"62,529,361","10,964",12.65,12.8,12.5,12.55,-,0.05,12.5,12.55
19,2891,中信金,"54,758,678","11,414",26.45,26.6,26.25,26.25,-,0.1,26.25,26.3
20,"=""00882""",中信中國高股息,"53,993,236","9,644",11.69,11.89,11.69,11.83,+,0.22,11.82,11.83
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
