排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3706,神達,"294,498,987","151,328",82.8,91.00,81.2,84.0,+,0.8,84.0,84.1
2,"=""00632R""",元大台灣50反1,"129,484,698","4,323",3.43,3.44,3.37,3.38,-,0.01,3.38,3.39
3,"=""00637L""",元大滬深300正2,"94,203,479","11,868",15.52,16.21,15.5,15.96,+,0.46,15.95,15.96
4,2312,金寶,"91,525,626","35,822",29.7,30.95,29.45,29.85,-,0.3,29.85,29.9
5,"=""00878""",國泰永續高股息,"77,176,000","38,167",21.68,21.87,21.51,21.76,+,0.02,21.75,21.76
6,9105,泰金寶-DR,"66,912,531","13,052",7.2,7.45,7.15,7.38,+,0.18,7.38,7.39
7,2303,聯電,"66,391,636","23,914",43.9,44.10,43.25,43.55,-,0.35,43.55,43.6
8,"=""00919""",群益台灣精選高息,"62,269,137","25,651",22.98,23.11,22.84,23.06,+,0.07,23.06,23.07
9,2609,陽明,"60,659,875","36,518",73.8,74.60,72.5,73.2,+,0.7,73.1,73.2
10,"=""00665L""",富邦�琤肭磪囓�2,"58,507,871","3,814",7.63,7.88,7.58,7.73,+,0.11,7.73,7.74
11,2354,鴻準,"54,339,628","29,643",78.3,81.70,76.8,80.4,+,2.4,80.4,80.5
12,2891,中信金,"51,349,149","13,503",37.5,37.75,37.25,37.4,-,0.35,37.4,37.45
13,2317,鴻海,"50,800,936","37,878",193.5,199.00,192.5,195.5,,0.0,195.5,196.0
14,"=""00929""",復華台灣科技優息,"48,291,230","14,938",17.6,17.84,17.55,17.81,+,0.07,17.81,17.82
15,2883,凱基金,"44,273,887","6,774",17.1,17.25,16.85,17.2,,0.0,17.2,17.25
16,2330,台積電,"43,621,329","47,567",995.0,"1,010.00",994.0,996.0,-,9.0,996.0,997.0
17,2888,新光金,"41,517,118","4,746",11.6,11.65,11.55,11.55,-,0.15,11.55,11.6
18,2392,正崴,"39,337,646","24,349",78.0,80.40,77.0,79.6,+,1.6,79.5,79.6
19,"=""00680L""",元大美債20正2,"37,691,568","2,663",8.44,8.46,8.43,8.46,+,0.05,8.46,8.47
20,3481,群創,"34,275,990","8,402",14.95,15.25,14.85,15.15,+,0.15,15.1,15.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
