排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""0056""",元大高股息,"113,551,346","87,645",35.58,35.58,35.30,35.35,X,0.0,35.35,35.36
2,6558,興能高,"106,420,089","52,691",54.60,55.50,50.90,51.10,-,0.3,51.10,51.20
3,9105,泰金寶-DR,"80,340,554","15,120",8.16,8.22,7.90,8.16,+,0.05,8.15,8.16
4,2618,長榮航,"65,028,660","26,034",46.85,48.30,46.80,47.65,+,1.25,47.60,47.65
5,2498,宏達電,"65,028,122","33,270",48.50,52.90,48.25,51.40,+,2.6,51.40,51.50
6,2330,台積電,"60,857,371","48,829","1,125.00","1,125.00","1,095.00","1,120.00",+,15.0,"1,115.00","1,120.00"
7,6215,和椿,"55,348,739","33,874",106.50,115.00,104.50,106.00,+,0.5,105.50,106.00
8,1301,台塑,"53,862,602","22,752",35.40,37.80,34.85,37.20,+,1.8,37.15,37.20
9,2002,中鋼,"53,776,928","19,878",19.10,19.75,19.05,19.55,+,0.65,19.50,19.55
10,2317,鴻海,"47,442,329","33,175",173.00,175.50,172.00,173.50,,0.0,173.50,174.00
11,"=""00637L""",元大滬深300正2,"47,224,337","5,174",15.17,15.35,15.00,15.22,+,0.15,15.22,15.23
12,2610,華航,"47,064,311","13,323",25.85,26.50,25.80,26.20,+,0.6,26.15,26.20
13,2303,聯電,"44,241,179","12,914",41.40,41.75,41.20,41.20,-,0.35,41.20,41.25
14,3450,聯鈞,"43,941,993","45,084",317.50,326.50,306.00,313.00,-,4.5,312.50,313.00
15,3645,達邁,"36,893,700","23,185",67.50,69.10,64.60,65.10,-,2.4,65.10,65.20
16,2371,大同,"34,032,268","9,243",43.80,45.20,43.45,43.55,-,0.1,43.55,43.60
17,"=""00878""",國泰永續高股息,"33,818,507","21,658",22.02,22.06,21.91,21.99,,0.0,21.99,22.00
18,2609,陽明,"33,456,383","16,943",69.50,69.70,68.60,68.80,-,1.0,68.80,68.90
19,"=""00929""",復華台灣科技優息,"32,457,772","7,399",18.01,18.09,17.97,18.03,+,0.03,18.03,18.04
20,1303,南亞,"31,691,940","14,082",31.20,33.45,31.20,32.95,+,1.45,32.95,33.00
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
