排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00940""",元大台灣價值高息,"108,931,577","16,527",9.52,9.63,9.51,9.62,+,0.04,9.61,9.62
2,1605,華新,"96,613,639","33,011",27.85,29.9,27.75,29.6,+,0.8,29.6,29.65
3,"=""00953B""",群益優選非投等債,"89,997,529","9,650",10.29,10.3,10.29,10.29,,0.0,10.28,10.29
4,"=""00665L""",富邦�琤肭磪囓�2,"88,976,852","6,978",11.77,11.96,11.43,11.55,-,0.02,11.54,11.55
5,2344,華邦電,"79,710,839","21,880",18.65,18.95,18.4,18.85,,0.0,18.8,18.85
6,"=""00637L""",元大滬深300正2,"76,343,956","8,867",16.31,16.45,16.09,16.17,-,0.12,16.17,16.18
7,2606,裕民,"75,897,396","39,041",68.1,73.1,68.0,73.1,+,6.6,73.1,0.0
8,"=""00753L""",中信中國50正2,"69,994,158","8,909",11.9,12.02,11.6,11.68,,0.0,11.68,11.69
9,2888,新光金,"68,137,434","7,948",12.35,12.5,12.35,12.45,+,0.05,12.45,12.5
10,"=""00929""",復華台灣科技優息,"67,472,978","16,757",18.73,18.89,18.7,18.89,+,0.02,18.89,18.9
11,"=""00919""",群益台灣精選高息,"66,543,542","23,608",23.77,24.04,23.63,24.02,+,0.22,24.02,24.03
12,2408,南亞科,"65,649,173","26,376",40.45,41.9,40.25,40.85,-,0.6,40.8,40.85
13,4916,事欣科,"64,349,317","33,704",51.7,53.2,50.2,52.3,+,0.9,52.2,52.3
14,1536,和大,"64,029,475","41,580",87.2,90.9,86.6,88.7,+,0.5,88.6,88.8
15,"=""00715L""",期街口布蘭特正2,"54,582,936","8,293",14.06,14.09,13.94,13.95,-,0.75,13.94,13.95
16,"=""00878""",國泰永續高股息,"52,759,377","34,645",22.58,22.59,22.49,22.56,-,0.08,22.56,22.57
17,2002,中鋼,"50,197,231","16,056",22.95,23.4,22.75,23.2,+,0.2,23.15,23.2
18,"=""00680L""",元大美債20正2,"48,391,646","2,632",7.71,7.74,7.71,7.73,+,0.12,7.72,7.73
19,1316,上曜,"44,029,774","17,035",18.15,18.15,17.0,17.1,+,0.5,17.1,17.15
20,3059,華晶科,"43,576,862","25,742",40.8,45.0,40.45,45.0,+,4.05,45.0,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
