排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"775,707,663","342,643",145.0,150.5,131.0,132.0,-,12.5,131.5,132.0
2,2303,聯電,"690,359,467","241,096",55.8,59.9,55.8,57.8,+,3.2,57.8,57.9
3,2615,萬海,"206,378,898","125,355",250.0,257.0,223.5,223.5,-,24.5,0.0,223.5
4,2409,友達,"206,201,852","43,453",21.3,21.55,20.55,20.65,-,0.4,20.6,20.65
5,2344,華邦電,"161,839,832","55,836",33.3,35.2,33.2,34.2,+,1.2,34.2,34.25
6,3481,群創,"160,561,080","31,192",19.0,19.2,18.6,18.6,-,0.3,18.6,18.65
7,2363,矽統,"146,931,295","52,577",25.1,27.1,25.0,25.6,+,0.95,25.6,25.65
8,2002,中鋼,"119,482,521","38,614",36.6,37.1,36.35,36.35,+,0.05,36.35,36.4
9,"=""00632R""",元大台灣50反1,"97,750,781","3,373",5.59,5.62,5.56,5.61,+,0.05,5.6,5.61
10,4960,誠美材,"96,076,846","23,312",12.5,13.25,12.4,13.05,+,0.7,13.05,13.1
11,2007,燁興,"95,688,749","41,647",32.1,34.9,31.1,31.65,-,0.1,31.6,31.65
12,2888,新光金,"71,326,141","11,807",9.29,9.29,9.17,9.17,-,0.13,9.17,9.18
13,2023,燁輝,"68,102,338","30,192",35.95,37.6,35.0,35.05,-,0.7,35.0,35.05
14,2329,華泰,"67,008,526","19,855",25.0,27.0,24.8,27.0,+,2.45,27.0,0.0
15,3545,敦泰,"66,499,080","48,041",270.0,297.0,267.0,276.5,+,1.5,276.5,277.0
16,"=""00637L""",元大滬深300正2,"65,123,402","12,204",20.93,20.93,19.92,19.93,-,1.16,19.93,19.94
17,3037,欣興,"64,969,506","39,852",152.5,153.0,144.5,146.0,-,5.5,145.5,146.0
18,2890,永豐金,"56,449,968","7,133",14.15,14.25,13.9,14.05,-,0.15,14.05,14.1
19,8215,明基材,"54,541,920","28,714",39.0,41.8,38.8,41.0,+,2.9,40.95,41.0
20,2609,陽明,"52,473,788","22,860",135.0,135.0,117.0,117.0,-,12.5,0.0,117.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
