排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"275,371,578","124,744",91.6,92.4,85.5,92.4,-,1.5,92.4,92.5
2,2888,新光金,"195,169,596","24,818",9.62,9.93,9.62,9.81,+,0.24,9.81,9.82
3,2609,陽明,"175,099,924","83,707",90.4,90.4,83.6,89.0,-,3.3,88.9,89.0
4,1718,中纖,"132,103,232","25,158",10.5,11.4,10.5,11.4,+,1.0,11.4,0.0
5,2303,聯電,"119,994,514","38,856",59.7,59.7,58.4,58.4,-,0.7,58.4,58.5
6,1711,永光,"119,535,408","40,097",26.5,27.45,26.15,27.05,+,0.55,27.0,27.05
7,2615,萬海,"90,903,772","44,825",157.5,161.0,146.5,160.0,-,1.0,159.5,160.0
8,2371,大同,"84,599,534","29,025",35.55,36.2,35.05,35.25,-,0.55,35.25,35.3
9,"=""00632R""",元大台灣50反1,"81,188,860","3,084",5.59,5.64,5.58,5.62,+,0.01,5.62,5.63
10,3481,群創,"79,860,262","17,511",16.15,16.25,15.7,15.8,-,0.35,15.8,15.85
11,2883,凱基金,"77,160,090","11,246",14.1,14.35,14.1,14.2,+,0.1,14.2,14.25
12,3035,智原,"70,940,745","38,941",142.5,145.5,137.5,141.0,-,2.0,141.0,141.5
13,"=""00637L""",元大滬深300正2,"61,467,555","9,346",23.0,23.04,21.85,21.88,-,1.14,21.88,21.89
14,1314,中石化,"53,849,890","10,186",12.2,12.7,12.2,12.6,+,0.55,12.55,12.6
15,1710,東聯,"52,894,039","17,118",22.85,24.5,22.7,24.5,+,2.2,24.5,0.0
16,"=""0056""",元大高股息,"51,205,215","21,714",32.45,32.46,32.25,32.36,+,0.05,32.35,32.36
17,2887,台新新光金,"50,985,433","12,134",18.3,18.75,18.25,18.65,+,0.45,18.65,18.7
18,2409,友達,"48,050,813","10,862",17.4,17.5,17.15,17.25,-,0.1,17.2,17.25
19,1727,中華化,"42,905,385","15,786",42.8,43.55,41.1,43.55,+,3.95,43.55,0.0
20,2376,技嘉,"42,419,018","24,428",110.0,112.5,106.0,107.0,,0.0,106.5,107.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
