排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"568,452,530","202,709",127.0,136.0,125.5,136.0,+,12.0,136.0,0.0
2,2609,陽明,"445,650,897","160,016",118.5,127.5,117.0,127.5,+,11.5,127.5,0.0
3,3481,群創,"426,251,820","112,264",20.85,21.2,20.5,20.55,-,0.8,20.55,20.6
4,2409,友達,"257,052,688","68,407",22.8,22.95,22.2,22.2,-,0.85,22.2,22.25
5,2303,聯電,"186,367,942","67,721",53.0,53.9,52.8,53.7,+,1.9,53.6,53.7
6,2390,云辰,"179,346,058","72,269",30.9,34.05,29.15,29.7,-,2.65,29.65,29.7
7,5608,四維航,"174,259,577","70,318",40.1,43.7,40.05,43.7,+,3.95,43.7,0.0
8,2002,中鋼,"171,242,414","54,681",36.15,36.3,35.35,35.85,-,0.3,35.85,35.9
9,"=""00632R""",元大台灣50反1,"124,884,998","7,730",5.67,5.69,5.65,5.65,-,0.05,5.64,5.65
10,6116,彩晶,"121,376,729","33,969",22.5,22.65,21.9,21.9,-,0.85,21.9,21.95
11,2618,長榮航,"109,705,131","29,924",20.05,20.75,19.85,20.1,-,0.1,20.05,20.1
12,2610,華航,"96,716,425","24,343",18.5,19.2,18.5,18.75,+,0.15,18.7,18.75
13,2344,華邦電,"87,281,691","29,525",34.85,35.2,34.45,35.0,+,0.8,35.0,35.05
14,2208,台船,"83,641,483","24,539",24.25,26.15,24.05,26.15,+,2.35,26.15,0.0
15,"=""00637L""",元大滬深300正2,"80,820,478","16,096",28.1,28.18,26.98,27.3,-,0.84,27.3,27.32
16,2614,東森,"74,621,040","21,249",24.2,25.95,24.0,25.95,+,2.35,25.95,0.0
17,2637,慧洋-KY,"69,408,908","37,568",72.5,75.4,72.2,74.3,+,3.8,74.3,74.4
18,2601,益航,"63,179,272","20,256",14.0,14.7,13.95,14.7,+,1.0,14.65,14.7
19,1905,華紙,"53,304,237","20,494",27.85,28.65,26.9,28.2,+,0.75,28.15,28.2
20,2617,台航,"52,128,389","26,598",43.85,47.2,43.75,46.5,+,2.75,46.45,46.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
