排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"254,914,191","114,739",96.7,98.7,90.0,90.5,-,9.5,90.5,90.6
2,2303,聯電,"163,058,961","69,923",59.5,59.7,58.5,58.5,-,2.6,58.5,58.6
3,"=""00632R""",元大台灣50反1,"153,327,084","6,047",5.75,5.79,5.72,5.74,+,0.06,5.74,5.75
4,2609,陽明,"145,444,246","73,206",93.8,94.6,87.2,87.4,-,9.4,87.4,87.5
5,3035,智原,"113,621,605","58,977",131.5,135.5,125.5,133.0,+,3.0,132.5,133.0
6,3481,群創,"104,788,583","23,871",16.25,16.35,15.85,15.9,-,0.45,15.9,15.95
7,2376,技嘉,"74,338,783","39,434",102.0,108.0,100.5,105.0,+,4.5,104.5,105.0
8,2409,友達,"71,206,521","16,819",17.25,17.4,16.95,17.05,-,0.05,17.05,17.1
9,2002,中鋼,"70,910,007","26,976",33.05,33.65,32.8,33.4,+,0.2,33.35,33.4
10,2615,萬海,"68,352,332","33,511",163.5,165.5,153.0,153.5,-,16.0,153.5,154.0
11,2606,裕民,"62,010,694","29,844",71.0,71.6,65.7,65.7,-,7.2,65.7,65.8
12,1727,中華化,"59,815,784","26,907",32.75,36.3,32.6,36.3,+,3.3,36.3,0.0
13,"=""0056""",元大高股息,"59,424,394","31,912",32.6,32.6,32.2,32.24,-,0.35,32.24,32.25
14,2371,大同,"57,270,986","19,425",33.65,34.2,33.5,33.65,-,0.1,33.65,33.7
15,1308,亞聚,"56,422,799","25,723",49.05,50.3,45.3,45.7,-,3.2,45.7,45.75
16,1711,永光,"55,021,087","21,327",25.1,26.25,25.1,25.85,+,0.55,25.85,25.9
17,2883,凱基金,"51,471,261","6,702",14.05,14.2,14.0,14.2,+,0.05,14.15,14.2
18,"=""00637L""",元大滬深300正2,"47,989,523","8,124",22.48,23.0,22.38,22.69,+,0.31,22.68,22.69
19,1305,華夏,"44,176,531","21,769",44.5,45.7,42.0,42.45,-,0.75,42.45,42.5
20,1304,台聚,"40,812,418","19,163",39.8,40.4,37.0,38.0,-,0.7,37.8,38.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
