排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"329,806,160","175,042",84.5,86.0,74.7,74.7,-,8.2,74.7,74.8
2,2883,凱基金,"176,741,072","32,125",15.4,15.9,15.3,15.75,+,0.35,15.75,15.8
3,"=""00929""",復華台灣科技優息,"150,851,023","49,060",20.55,20.62,20.51,20.54,-,0.03,20.54,20.55
4,2888,新光金,"128,657,021","18,034",9.8,9.81,9.55,9.6,-,0.13,9.6,9.61
5,2618,長榮航,"126,993,772","33,382",37.2,37.5,36.65,36.7,-,0.2,36.65,36.7
6,2615,萬海,"121,082,160","69,709",99.6,102.0,86.6,88.2,-,8.0,88.2,88.3
7,2603,長榮,"111,938,940","82,334",220.0,222.0,196.5,197.5,-,20.5,197.0,197.5
8,"=""00919""",群益台灣精選高息,"111,436,499","45,736",26.1,26.25,25.96,25.98,-,0.15,25.97,25.98
9,"=""00940""",元大台灣價值高息,"109,232,006","21,788",9.91,9.97,9.9,9.91,-,0.03,9.9,9.91
10,"=""00918""",大華優利高填息30,"105,070,366","32,617",25.41,25.46,25.18,25.18,-,0.23,25.18,25.19
11,3047,訊舟,"97,070,899","38,782",26.95,28.2,25.4,26.55,+,0.65,26.5,26.55
12,"=""00936""",台新永續高息中小,"94,467,440","17,803",18.66,18.97,18.63,18.7,-,0.01,18.7,18.71
13,2610,華航,"89,695,926","28,885",23.4,24.15,23.1,23.15,+,0.05,23.1,23.15
14,"=""00665L""",富邦�琤肭磪囓�2,"87,554,118","5,527",6.95,6.95,6.72,6.75,-,0.21,6.75,6.76
15,2317,鴻海,"85,329,821","38,710",179.0,181.5,177.5,180.5,+,3.0,180.0,180.5
16,"=""00632R""",元大台灣50反1,"84,085,982","3,069",3.61,3.63,3.59,3.62,,0.0,3.62,3.63
17,"=""00637L""",元大滬深300正2,"76,497,522","7,654",13.91,13.91,13.45,13.47,-,0.31,13.47,13.48
18,2891,中信金,"75,373,809","17,847",36.8,37.3,36.7,37.1,-,0.1,37.0,37.1
19,2537,聯上發,"70,965,326","24,883",24.2,25.55,23.55,24.75,+,0.85,24.7,24.75
20,"=""00680L""",元大美債20正2,"66,097,899","6,590",8.4,8.4,8.34,8.37,-,0.36,8.36,8.37
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
