排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"424,716,537","13,614",3.51,3.54,3.5,3.51,+,0.1,3.51,3.52
2,"=""00929""",復華台灣科技優息,"229,286,738","92,661",19.46,19.47,19.22,19.47,-,0.35,19.46,19.47
3,3481,群創,"224,655,653","41,708",14.7,15.85,14.45,15.55,+,0.5,15.5,15.55
4,"=""00940""",元大台灣價值高息,"147,656,576","43,945",9.71,9.78,9.66,9.78,-,0.14,9.77,9.78
5,2888,新光金,"145,976,743","16,307",10.4,10.8,10.35,10.7,-,0.1,10.65,10.7
6,"=""00919""",群益台灣精選高息,"136,244,798","74,642",24.25,24.48,24.01,24.48,-,0.3,24.47,24.48
7,"=""00878""",國泰永續高股息,"120,723,098","76,519",23.04,23.15,22.9,23.1,-,0.36,23.1,23.11
8,2317,鴻海,"105,379,193","97,070",190.0,194.0,188.5,192.0,-,9.5,192.0,192.5
9,"=""0056""",元大高股息,"100,566,799","71,143",38.51,38.82,38.3,38.82,-,0.65,38.8,38.82
10,"=""00637L""",元大滬深300正2,"97,136,546","9,710",13.39,13.39,13.01,13.06,-,0.71,13.05,13.06
11,2884,玉山金,"96,500,816","42,363",26.45,27.5,26.45,27.0,-,1.05,27.0,27.05
12,2330,台積電,"95,625,050","357,707",915.0,930.0,915.0,924.0,-,55.0,924.0,925.0
13,2409,友達,"94,728,781","22,334",17.75,18.15,17.4,18.05,+,0.15,18.0,18.05
14,2303,聯電,"90,576,297","32,383",49.45,50.7,49.15,50.7,-,0.6,50.6,50.7
15,"=""00665L""",富邦�琤肭磪囓�2,"84,243,900","6,506",6.27,6.34,6.09,6.15,-,0.45,6.15,6.16
16,"=""00946""",群益科技高息成長,"69,976,141","17,963",10.0,10.09,9.91,10.07,-,0.17,10.06,10.07
17,2891,中信金,"64,470,446","21,401",35.25,35.7,35.1,35.6,-,0.25,35.55,35.6
18,2883,凱基金,"63,868,016","9,998",15.4,15.8,15.3,15.8,,0.0,15.75,15.8
19,9945,潤泰新,"60,714,646","36,504",48.5,52.0,48.5,51.3,+,1.5,51.2,51.3
20,2349,錸德,"54,148,726","18,231",14.35,15.5,14.35,14.6,-,1.3,14.6,14.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
