排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"246,842,780","106,775",116.0,117.0,109.0,109.5,-,2.5,109.5,110.0
2,2610,華航,"206,681,189","51,956",19.7,20.1,19.2,19.2,+,0.1,19.2,19.25
3,2618,長榮航,"181,763,924","50,577",21.45,22.1,21.0,21.0,+,0.3,21.0,21.05
4,2609,陽明,"130,037,993","62,823",112.0,113.0,105.5,106.0,-,2.5,106.0,106.5
5,3481,群創,"121,149,433","25,289",17.1,17.25,16.85,17.0,+,0.15,16.95,17.0
6,1711,永光,"111,712,684","40,985",25.5,27.75,25.5,26.7,+,1.2,26.7,26.75
7,2409,友達,"111,472,533","26,812",20.0,20.15,19.55,19.6,-,0.35,19.6,19.65
8,"=""00632R""",元大台灣50反1,"89,686,545","3,979",5.46,5.52,5.46,5.5,-,0.01,5.5,5.51
9,6443,元晶,"88,161,351","41,524",37.85,39.2,37.05,38.6,+,1.4,38.55,38.6
10,2615,萬海,"84,727,139","53,561",178.0,183.0,172.5,174.5,+,3.0,174.0,174.5
11,2303,聯電,"76,461,160","28,923",59.9,59.9,58.5,58.6,-,0.6,58.6,58.7
12,2614,東森,"65,201,525","28,001",38.35,38.5,37.2,37.2,-,1.75,37.2,37.25
13,2481,強茂,"63,789,703","36,632",113.0,116.0,109.0,110.0,+,2.0,110.0,110.5
14,2312,金寶,"60,255,884","18,581",14.0,14.75,13.95,14.1,,0.0,14.05,14.1
15,"=""00715L""",期街口布蘭特正2,"57,134,528","7,021",11.07,11.12,11.0,11.12,-,0.69,11.11,11.12
16,3062,建漢,"54,249,597","18,995",24.45,26.7,24.2,26.7,+,2.4,26.7,0.0
17,2388,威盛,"50,224,654","27,946",73.2,73.3,66.3,67.2,-,3.8,67.2,67.3
18,3037,欣興,"48,998,741","29,331",192.0,195.5,189.0,190.0,+,2.5,190.0,190.5
19,3035,智原,"45,499,109","29,895",197.0,199.5,189.0,190.5,-,3.0,190.5,191.0
20,2002,中鋼,"44,877,494","14,913",33.7,33.75,33.05,33.25,-,0.25,33.2,33.25
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
