排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2634,漢翔,"153,523,934","81,888",61.8,67.1,60.4,67.1,+,6.1,67.1,0.0
2,2498,宏達電,"134,677,370","73,333",71.4,76.0,69.9,74.5,+,3.9,74.5,74.6
3,2887,台新新光金,"126,885,731","13,886",16.65,16.95,16.6,16.95,+,0.3,16.9,16.95
4,"=""00919""",群益台灣精選高息,"77,313,258","31,499",21.3,21.3,21.24,21.28,-,0.02,21.28,21.29
5,6191,精成科,"76,384,777","38,867",133.0,148.5,130.5,146.5,+,11.5,146.5,147.0
6,3481,群創,"75,672,719","16,064",13.9,13.9,13.35,13.5,-,0.25,13.45,13.5
7,"=""00637L""",元大滬深300正2,"74,971,825","9,629",19.23,19.4,18.82,18.9,-,0.06,18.9,18.91
8,2481,強茂,"67,777,121","49,246",68.4,73.9,67.5,71.0,+,3.3,70.9,71.0
9,2344,華邦電,"65,368,703","18,065",19.95,20.55,19.9,20.1,+,0.15,20.05,20.1
10,1303,南亞,"60,749,288","30,864",40.55,40.8,39.2,39.3,-,0.6,39.3,39.35
11,6919,康霈*,"56,111,921","45,481",238.0,254.5,237.0,254.5,+,23.0,254.5,0.0
12,"=""00715L""",期街口布蘭特正2,"54,483,794","4,723",12.06,12.1,11.97,12.01,+,0.21,12.01,12.02
13,"=""00981A""",主動統一台股增長,"47,125,805","9,182",12.91,13.04,12.91,13.0,+,0.05,12.99,13.0
14,3706,神達,"46,005,377","33,421",86.7,89.6,85.4,87.2,+,0.8,87.2,87.3
15,"=""00680L""",元大美債20正2,"44,929,677","3,502",6.91,6.91,6.87,6.88,-,0.1,6.88,6.89
16,3059,華晶科,"44,798,582","28,098",51.9,55.0,50.8,54.2,+,3.4,54.1,54.2
17,2002,中鋼,"43,372,023","13,693",19.75,20.0,19.4,19.7,-,0.05,19.7,19.75
18,"=""00665L""",富邦�琤肭磪囓�2,"42,558,593","4,156",11.29,11.52,11.11,11.11,-,0.07,11.11,11.12
19,"=""0050""",元大台灣50,"41,247,523","31,488",51.9,52.2,51.75,51.95,-,0.05,51.95,52.0
20,"=""00753L""",中信中國50正2,"38,424,966","4,102",12.54,12.73,12.33,12.36,-,0.01,12.36,12.37
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
