排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2363,矽統,"189,431,176","98,391",63.2,67.9,62.0,62.3,,0.0,62.3,62.4
2,"=""00632R""",元大台灣50反1,"184,002,432","8,631",3.65,3.65,3.61,3.61,-,0.05,3.61,3.62
3,"=""00940""",元大台灣價值高息,"164,554,937","32,077",9.81,9.93,9.81,9.91,+,0.13,9.91,9.92
4,2353,宏��,"160,682,456","83,397",58.4,60.5,58.2,58.5,+,1.0,58.5,58.6
5,"=""00929""",復華台灣科技優息,"145,803,662","32,813",20.57,20.87,20.56,20.81,+,0.33,20.81,20.82
6,9105,泰金寶-DR,"145,743,337","17,314",4.47,4.47,4.0,4.11,+,0.04,4.11,4.12
7,2303,聯電,"140,149,977","61,375",54.8,57.9,54.8,56.6,+,2.0,56.6,56.7
8,3481,群創,"123,828,174","20,709",14.2,14.35,13.95,14.2,+,0.15,14.2,14.25
9,2317,鴻海,"115,328,484","82,407",179.0,185.0,178.5,185.0,+,9.0,184.5,185.0
10,2301,光寶科,"99,751,525","47,909",121.5,124.0,118.0,121.0,+,6.5,121.0,121.5
11,2354,鴻準,"92,964,757","33,246",68.0,71.5,67.9,71.5,+,6.5,71.5,0.0
12,2489,瑞軒,"92,785,339","36,343",20.1,20.55,19.2,20.4,+,1.05,20.4,20.45
13,2603,長榮,"91,432,183","52,165",224.0,229.5,216.5,223.0,+,3.5,222.5,223.0
14,"=""00919""",群益台灣精選高息,"87,550,638","28,317",25.68,26.03,25.68,25.9,+,0.36,25.89,25.9
15,2891,中信金,"87,520,191","22,325",36.7,37.55,36.5,37.55,+,0.5,37.45,37.55
16,"=""00878""",國泰永續高股息,"81,198,335","27,339",23.2,23.57,23.2,23.54,+,0.38,23.53,23.54
17,3047,訊舟,"70,569,596","23,115",22.25,22.85,22.05,22.2,+,0.45,22.2,22.25
18,"=""00665L""",富邦�琤肭磪囓�2,"67,167,707","4,784",7.23,7.32,7.12,7.29,+,0.09,7.28,7.29
19,2464,盟立,"66,861,577","31,739",64.1,68.2,63.4,68.2,+,6.2,68.2,0.0
20,"=""00946""",群益科技高息成長,"62,730,934","10,197",10.32,10.53,10.32,10.43,+,0.23,10.42,10.43
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
