排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"682,947,575","137,366",22.3,23.2,22.0,22.25,+,0.45,22.25,22.3
2,2603,長榮,"650,675,005","271,132",89.5,90.5,78.0,82.4,-,4.0,82.4,82.5
3,2609,陽明,"592,190,809","245,905",96.9,98.2,84.0,91.0,-,2.1,90.9,91.0
4,2409,友達,"447,619,546","92,610",23.15,23.9,22.8,22.85,+,0.25,22.85,22.9
5,2303,聯電,"385,084,250","128,888",50.2,53.0,49.9,51.9,+,3.2,51.8,51.9
6,"=""00632R""",元大台灣50反1,"321,290,894","16,919",5.98,6.0,5.92,5.92,-,0.1,5.92,5.93
7,6116,彩晶,"318,698,876","74,139",20.15,21.65,20.0,20.8,+,1.1,20.75,20.8
8,2002,中鋼,"252,319,196","87,450",35.85,36.1,34.2,34.45,-,1.05,34.45,34.5
9,2344,華邦電,"241,006,416","72,359",30.55,32.85,30.2,31.9,+,2.0,31.9,31.95
10,1455,集盛,"214,146,575","63,020",28.7,28.7,23.85,24.6,-,1.5,24.6,24.65
11,1440,南紡,"183,971,969","66,432",29.8,31.2,27.0,28.05,-,0.35,28.0,28.05
12,2615,萬海,"167,451,509","78,999",132.5,135.5,112.5,116.5,-,8.5,116.0,116.5
13,2014,中鴻,"154,990,059","61,510",46.0,46.8,42.8,44.0,-,1.05,43.95,44.0
14,1314,中石化,"148,780,185","28,011",12.55,13.25,12.55,12.85,+,0.45,12.85,12.9
15,"=""00677U""",期富邦VIX,"131,636,152","2,928",1.61,1.62,1.6,1.6,-,0.08,1.6,1.61
16,"=""00637L""",元大滬深300正2,"111,136,941","18,268",27.12,28.93,27.12,28.93,+,2.02,28.92,28.93
17,3545,敦泰,"94,226,679","62,353",194.0,208.0,193.5,199.5,+,9.5,199.5,200.0
18,2606,裕民,"87,949,936","42,190",59.7,60.8,52.0,57.5,+,1.6,57.4,57.5
19,5608,四維航,"85,023,128","37,119",35.2,36.4,30.2,33.0,-,0.25,32.95,33.0
20,"=""00715L""",期街口布蘭特正2,"83,148,006","5,678",7.45,7.51,7.43,7.46,+,0.32,7.45,7.46
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
