排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2027,大成鋼,"190,412,608","91,333",42.55,45.8,42.25,43.5,+,1.6,43.45,43.5
2,3706,神達,"122,631,672","73,042",75.1,79.3,74.3,77.5,+,3.7,77.5,77.6
3,"=""00953B""",群益優選非投等債,"87,394,951","6,011",10.38,10.4,10.37,10.38,,0.0,10.38,10.39
4,3019,亞光,"76,142,193","52,191",183.5,200.0,182.5,193.0,+,11.0,192.5,193.0
5,2317,鴻海,"71,048,641","48,761",178.0,182.0,176.0,179.0,+,5.0,179.0,179.5
6,9105,泰金寶-DR,"68,386,055","12,714",7.53,7.82,7.41,7.76,+,0.36,7.76,7.77
7,6770,力積電,"67,853,516","22,220",17.25,18.25,17.1,17.55,+,0.7,17.55,17.6
8,"=""00665L""",富邦�琤肭磪囓�2,"67,829,613","5,088",9.97,10.05,9.68,9.81,-,0.09,9.8,9.81
9,"=""00637L""",元大滬深300正2,"60,061,016","6,894",15.57,15.59,15.29,15.32,-,0.14,15.32,15.33
10,2543,皇昌,"58,003,067","34,514",92.5,99.5,89.6,92.9,+,0.3,92.9,93.0
11,"=""00878""",國泰永續高股息,"53,396,431","22,246",22.41,22.5,22.4,22.41,+,0.06,22.4,22.41
12,"=""00753L""",中信中國50正2,"41,346,691","5,098",10.03,10.08,9.71,9.79,-,0.12,9.79,9.8
13,"=""00929""",復華台灣科技優息,"40,613,468","8,382",18.26,18.39,18.26,18.3,+,0.02,18.29,18.3
14,"=""00940""",元大台灣價值高息,"37,413,126","7,175",9.31,9.36,9.31,9.32,+,0.02,9.31,9.32
15,3450,聯鈞,"37,268,857","33,746",313.0,338.5,312.0,338.5,+,30.5,338.5,0.0
16,2374,佳能,"37,080,816","23,966",63.0,65.8,62.8,63.6,+,0.7,63.6,63.7
17,2618,長榮航,"35,367,630","15,060",44.65,44.85,43.75,43.8,-,0.55,43.8,43.85
18,3481,群創,"34,379,641","8,777",13.7,13.8,13.45,13.5,-,0.05,13.5,13.55
19,3231,緯創,"32,605,371","19,567",104.5,108.0,104.5,108.0,+,4.0,107.5,108.0
20,2891,中信金,"32,289,731","13,630",40.2,40.2,39.9,40.05,-,0.1,40.0,40.05
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
