排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"504,639,692","17,976",3.62,3.66,3.57,3.62,+,0.15,3.62,3.63
2,2888,新光金,"350,075,373","21,298",12.9,12.9,12.7,12.8,-,0.15,12.8,12.85
3,"=""00929""",復華台灣科技優息,"275,202,615","106,394",18.84,19.27,18.65,19.06,-,0.54,19.06,19.07
4,"=""00919""",群益台灣精選高息,"260,063,987","122,226",24.04,24.45,23.7,24.23,-,0.63,24.23,24.24
5,"=""00940""",元大台灣價值高息,"205,566,849","57,343",9.55,9.59,9.33,9.49,-,0.26,9.48,9.49
6,"=""00878""",國泰永續高股息,"176,675,402","120,137",21.96,22.36,21.74,22.09,-,0.71,22.09,22.1
7,2891,中信金,"173,963,608","57,242",32.3,32.5,31.8,32.05,-,0.9,32.0,32.05
8,"=""00715L""",期街口布蘭特正2,"129,296,461","17,303",13.25,13.29,13.1,13.29,-,1.17,13.29,13.3
9,2317,鴻海,"126,923,199","88,719",175.0,181.0,172.0,179.5,-,5.5,179.0,179.5
10,"=""00680L""",元大美債20正2,"121,142,396","7,954",9.51,9.52,9.47,9.52,+,0.25,9.51,9.52
11,"=""00918""",大華優利高填息30,"105,286,866","37,371",24.0,24.18,23.52,23.96,-,0.71,23.96,23.99
12,2883,凱基金,"94,470,613","15,756",15.75,15.8,15.35,15.8,-,0.35,15.75,15.8
13,2330,台積電,"93,169,835","393,210",894.0,905.0,888.0,889.0,-,51.0,889.0,890.0
14,3481,群創,"90,485,614","27,448",14.45,14.8,14.1,14.35,-,0.8,14.35,14.4
15,2303,聯電,"85,748,502","31,144",53.0,54.1,52.3,53.3,-,1.8,53.3,53.4
16,1540,喬福,"81,247,938","44,185",44.5,46.65,42.65,46.5,+,1.6,46.45,46.5
17,"=""0056""",元大高股息,"77,205,397","68,321",37.67,38.0,36.97,37.59,-,1.39,37.58,37.59
18,"=""00688L""",國泰20年美債正2,"67,826,364","3,985",9.48,9.48,9.42,9.47,+,0.25,9.47,9.48
19,"=""00915""",凱基優選高股息30,"62,310,382","25,273",26.78,27.02,26.07,26.82,-,0.6,26.81,26.82
20,"=""00665L""",富邦�琤肭磪囓�2,"53,190,180","3,712",6.3,6.35,6.18,6.25,-,0.11,6.25,6.26
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
