排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"214,226,696","24,021",10.25,10.25,9.8,10.15,-,0.25,10.1,10.15
2,2363,矽統,"149,016,555","73,536",63.5,65.2,61.6,63.9,+,4.5,63.8,63.9
3,"=""00637L""",元大滬深300正2,"125,848,361","13,216",13.47,13.53,12.96,12.98,-,0.5,12.98,13.0
4,2618,長榮航,"119,546,256","35,898",37.95,38.05,37.35,37.35,-,0.6,37.35,37.4
5,2367,燿華,"117,951,552","53,518",38.1,40.7,38.0,38.65,+,0.95,38.65,38.7
6,"=""00940""",元大台灣價值高息,"115,002,237","16,988",10.25,10.29,10.23,10.24,+,0.01,10.23,10.24
7,3481,群創,"114,603,971","22,952",15.0,15.15,14.75,15.1,+,0.2,15.05,15.1
8,"=""00632R""",元大台灣50反1,"102,158,423","3,325",3.31,3.32,3.3,3.31,,0.0,3.31,3.32
9,"=""00939""",統一台灣高息動能,"83,276,108","10,093",15.01,15.06,14.99,15.02,+,0.02,15.02,15.03
10,2891,中信金,"79,226,637","17,147",39.95,40.2,39.7,40.05,+,0.3,40.0,40.05
11,"=""00934""",中信成長高股息,"74,891,244","14,092",20.55,20.64,20.5,20.52,+,0.04,20.51,20.52
12,9105,泰金寶-DR,"73,022,046","10,840",6.12,6.6,6.08,6.6,+,0.6,6.6,0.0
13,3047,訊舟,"66,898,086","29,491",36.0,39.2,35.4,39.2,+,3.55,39.2,0.0
14,2323,中環,"66,052,941","16,672",13.85,14.6,13.8,14.15,+,0.4,14.15,14.2
15,2356,英業達,"65,343,040","30,631",56.8,58.7,56.4,56.4,+,0.3,56.4,56.5
16,2464,盟立,"65,192,565","36,361",86.4,90.7,84.1,90.7,+,8.2,90.7,0.0
17,2365,昆盈,"64,474,852","27,747",53.0,54.1,51.9,54.1,+,4.85,54.1,0.0
18,"=""00929""",復華台灣科技優息,"63,083,134","20,551",20.9,20.96,20.88,20.91,+,0.04,20.91,20.92
19,3048,益登,"59,633,384","33,045",53.8,54.6,50.9,52.5,+,2.8,52.5,52.6
20,1513,中興電,"58,460,760","58,107",203.5,209.5,197.0,203.0,+,2.0,203.0,203.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
