排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00637L""",元大滬深300正2,"139,335,463","16,350",16.72,16.93,16.53,16.93,-,0.49,16.93,16.94
2,"=""00665L""",富邦�琤肭磪囓�2,"121,625,225","9,908",8.55,8.65,8.38,8.6,-,0.41,8.6,8.61
3,2356,英業達,"109,993,785","50,041",53.2,54.8,52.7,54.1,+,1.7,54.0,54.1
4,"=""00632R""",元大台灣50反1,"99,218,918","3,297",3.21,3.25,3.2,3.21,,0.0,3.2,3.21
5,2354,鴻準,"98,234,021","52,277",97.3,97.9,94.2,96.5,-,0.8,96.5,96.6
6,"=""00878""",國泰永續高股息,"97,518,784","42,440",23.21,23.25,23.09,23.17,-,0.03,23.17,23.18
7,"=""00753L""",中信中國50正2,"91,878,760","10,922",9.46,9.52,9.31,9.48,-,0.51,9.48,9.49
8,2618,長榮航,"77,639,704","25,995",38.65,39.35,38.6,39.25,+,0.85,39.2,39.25
9,2883,凱基金,"76,226,977","14,069",17.4,17.8,17.3,17.6,+,0.35,17.55,17.6
10,"=""00929""",復華台灣科技優息,"73,613,340","22,401",18.4,18.43,18.26,18.4,,0.0,18.4,18.41
11,3231,緯創,"61,434,673","31,327",124.0,125.5,121.5,122.0,-,1.5,122.0,122.5
12,1449,佳和,"55,928,190","23,959",27.5,28.45,26.35,26.85,,0.0,26.85,26.9
13,2609,陽明,"54,595,443","44,999",72.4,72.5,70.3,71.8,+,0.3,71.7,71.8
14,3013,晟銘電,"54,354,666","31,718",160.5,169.5,160.0,169.0,+,11.5,168.5,169.0
15,9105,泰金寶-DR,"50,947,380","8,716",6.6,6.86,6.57,6.68,+,0.06,6.67,6.68
16,"=""00919""",群益台灣精選高息,"50,349,697","26,316",23.33,23.42,23.18,23.33,,0.0,23.32,23.33
17,2615,萬海,"48,635,024","35,771",95.4,96.7,92.8,94.3,+,0.6,94.3,94.4
18,"=""00680L""",元大美債20正2,"48,378,848","3,154",8.26,8.28,8.24,8.25,+,0.07,8.25,8.26
19,2891,中信金,"48,165,979","13,702",37.15,37.2,36.75,37.2,+,0.3,37.15,37.2
20,2303,聯電,"46,564,971","18,820",46.45,46.65,45.7,46.55,-,0.1,46.5,46.55
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
