排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"133,520,022","42,938",18.62,18.64,18.53,18.57,,0.0,18.56,18.57
2,6120,達運,"110,936,114","33,691",16.5,17.8,16.1,16.45,+,0.2,16.45,16.5
3,4956,光鋐,"98,236,020","40,081",24.4,25.6,22.5,22.5,-,1.75,22.5,22.55
4,3231,緯創,"83,669,235","46,073",95.1,97.7,94.7,97.6,+,3.1,97.5,97.6
5,2353,宏��,"73,849,421","31,491",47.55,48.7,47.05,48.4,+,1.2,48.35,48.4
6,"=""00637L""",元大滬深300正2,"71,638,948","5,769",10.8,10.96,10.68,10.91,+,0.11,10.91,10.92
7,"=""00919""",群益台灣精選高息,"70,214,949","31,883",22.02,22.04,21.89,21.9,-,0.03,21.9,21.91
8,"=""00632R""",元大台灣50反1,"67,763,349","2,393",4.58,4.59,4.55,4.56,-,0.03,4.56,4.57
9,3481,群創,"59,490,515","12,600",14.7,15.1,14.7,14.75,+,0.15,14.7,14.75
10,2609,陽明,"58,830,792","26,570",49.25,49.95,49.1,49.3,+,0.5,49.3,49.35
11,2618,長榮航,"54,506,006","13,200",32.25,32.75,32.1,32.25,+,0.25,32.25,32.3
12,2329,華泰,"50,366,609","28,489",56.3,59.2,54.6,57.5,+,1.8,57.5,57.6
13,3035,智原,"49,637,837","41,453",388.5,425.0,385.5,422.5,+,35.5,422.5,423.0
14,6695,芯鼎,"48,249,012","28,661",87.0,88.4,84.3,85.8,+,1.3,85.8,85.9
15,2356,英業達,"42,200,889","22,321",49.45,51.0,49.05,51.0,+,1.95,50.9,51.0
16,2409,友達,"41,272,202","12,190",18.5,18.95,18.25,18.3,-,0.05,18.3,18.35
17,"=""00680L""",元大美債20正2,"39,468,170","2,721",9.44,9.45,9.41,9.44,-,0.02,9.44,9.45
18,2382,廣達,"35,815,527","29,284",220.0,225.0,217.0,224.0,+,6.0,224.0,224.5
19,3706,神達,"35,589,944","18,285",44.2,44.8,43.15,44.55,+,0.9,44.5,44.55
20,2317,鴻海,"34,911,583","17,009",100.0,102.0,99.7,100.5,+,0.5,100.5,101.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
