排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00953B""",群益優選非投等債,"109,083,615","11,042",10.26,10.27,10.25,10.25,-,0.02,10.25,10.26
2,2408,南亞科,"92,611,780","42,797",36.80,40.45,36.60,39.95,+,3.15,39.90,39.95
3,2027,大成鋼,"90,214,334","45,301",50.70,52.20,50.50,50.70,,0.0,50.70,50.80
4,"=""00919""",群益台灣精選高息,"88,027,082","35,716",24.00,24.06,23.87,23.99,-,0.04,23.99,24.00
5,"=""00665L""",富邦�琤肭磪囓�2,"83,471,391","8,484",12.16,12.78,12.08,12.69,+,0.46,12.68,12.69
6,"=""00753L""",中信中國50正2,"76,239,873","10,378",12.22,12.79,12.08,12.77,+,0.44,12.76,12.77
7,2891,中信金,"70,858,730","22,765",40.65,40.70,39.95,40.05,-,0.7,40.05,40.10
8,2344,華邦電,"67,951,855","18,314",18.15,18.70,18.05,18.25,+,0.1,18.25,18.30
9,"=""00637L""",元大滬深300正2,"65,292,296","6,795",15.98,16.17,15.92,16.12,+,0.19,16.11,16.12
10,2328,廣宇,"60,894,151","31,630",46.70,49.70,45.60,45.60,-,1.35,45.60,45.65
11,2356,英業達,"60,227,425","28,139",47.25,49.35,47.20,48.95,+,2.0,48.95,49.00
12,2332,友訊,"59,987,615","24,653",23.00,23.15,21.05,21.10,-,0.6,21.05,21.10
13,"=""00878""",國泰永續高股息,"58,268,857","38,196",22.28,22.31,22.15,22.20,-,0.13,22.20,22.21
14,2883,凱基金,"54,078,634","10,584",18.30,18.45,18.15,18.35,,0.0,18.30,18.35
15,2330,台積電,"50,358,724","95,905","1,005.00","1,010.00","1,000.00","1,005.00",,0.0,"1,000.00","1,005.00"
16,2429,銘旺科,"45,457,574","25,420",45.70,49.70,45.25,46.60,+,0.5,46.60,46.65
17,"=""00715L""",期街口布蘭特正2,"44,360,016","5,967",12.38,12.44,12.30,12.39,-,0.04,12.39,12.40
18,"=""00680L""",元大美債20正2,"44,314,533","2,469",8.03,8.07,8.02,8.06,+,0.14,8.05,8.06
19,2468,華經,"42,994,294","26,018",39.00,42.20,38.65,39.35,+,0.9,39.35,39.40
20,2618,長榮航,"39,015,743","17,145",45.20,45.50,44.70,45.25,+,0.05,45.25,45.30
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
