排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"195,099,787","5,859",3.35,3.36,3.31,3.31,-,0.07,3.31,3.32
2,3706,神達,"104,374,223","50,393",84.0,84.8,81.9,82.5,-,1.5,82.5,82.6
3,"=""00637L""",元大滬深300正2,"92,943,927","9,256",16.04,16.04,15.67,15.84,-,0.12,15.84,15.85
4,2618,長榮航,"87,149,668","31,171",41.8,43.5,41.75,43.5,+,1.95,43.45,43.5
5,2312,金寶,"80,611,164","31,601",29.9,30.2,28.7,29.0,-,0.85,29.0,29.05
6,6558,興能高,"77,551,468","38,591",40.15,42.1,39.0,41.05,+,2.75,41.0,41.05
7,2891,中信金,"76,998,819","21,819",37.7,38.7,37.7,38.6,+,1.2,38.55,38.6
8,2883,凱基金,"68,494,544","11,813",17.35,17.55,17.35,17.55,+,0.35,17.5,17.55
9,9105,泰金寶-DR,"64,799,028","11,838",7.46,7.65,7.35,7.62,+,0.24,7.61,7.62
10,2610,華航,"60,281,996","17,282",24.95,25.2,24.8,25.15,+,0.25,25.1,25.15
11,"=""00940""",元大台灣價值高息,"58,646,181","11,196",9.34,9.47,9.34,9.45,+,0.12,9.45,9.46
12,"=""00929""",復華台灣科技優息,"58,301,972","16,095",17.86,18.07,17.86,18.06,+,0.25,18.06,18.07
13,"=""00680L""",元大美債20正2,"57,127,742","3,662",8.5,8.56,8.49,8.52,+,0.06,8.52,8.53
14,2888,新光金,"49,679,425","3,904",11.55,11.7,11.55,11.6,+,0.05,11.6,11.65
15,"=""00665L""",富邦�琤肭磪囓�2,"48,108,962","3,385",7.78,7.91,7.66,7.73,,0.0,7.73,7.74
16,2317,鴻海,"47,905,269","41,679",198.5,199.5,195.5,196.0,+,0.5,196.0,196.5
17,"=""00878""",國泰永續高股息,"46,431,998","25,174",21.86,22.05,21.86,22.05,+,0.29,22.04,22.05
18,"=""00918""",大華優利高填息30,"44,302,559","8,315",24.16,24.28,24.14,24.28,+,0.36,24.27,24.28
19,1605,華新,"43,442,465","14,852",26.1,26.2,25.35,25.5,-,0.6,25.45,25.5
20,2609,陽明,"42,671,620","23,216",74.4,75.5,74.1,74.3,+,1.1,74.3,74.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
