排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"212,753,216","85,294",67.4,69.0,67.2,68.2,+,0.7,68.2,68.3
2,2603,長榮,"204,332,951","86,549",126.0,134.5,125.5,133.5,+,7.0,133.0,133.5
3,2002,中鋼,"193,942,603","58,958",38.5,39.3,38.45,39.1,+,0.75,39.05,39.1
4,3481,群創,"138,223,917","27,664",16.95,17.3,16.95,17.1,+,0.3,17.1,17.15
5,"=""00632R""",元大台灣50反1,"128,791,471","7,779",5.5,5.5,5.43,5.43,-,0.08,5.43,5.44
6,2409,友達,"121,263,002","26,363",17.9,18.25,17.85,17.9,+,0.2,17.9,17.95
7,2609,陽明,"118,693,486","52,376",120.5,126.5,119.5,125.5,+,4.0,125.5,126.0
8,2888,新光金,"85,071,646","10,554",9.35,9.51,9.34,9.43,+,0.15,9.43,9.44
9,2615,萬海,"76,506,768","41,588",209.5,216.0,205.0,211.5,+,4.0,211.0,211.5
10,"=""00637L""",元大滬深300正2,"61,253,071","10,346",20.92,21.94,20.92,21.66,+,0.88,21.65,21.66
11,1727,中華化,"54,844,138","25,926",26.95,28.3,26.0,26.3,+,0.05,26.3,26.35
12,2014,中鴻,"49,979,546","22,246",45.5,47.35,45.15,46.35,+,1.4,46.3,46.35
13,3035,智原,"49,636,353","29,801",101.5,110.5,99.7,110.5,+,10.0,110.5,0.0
14,2363,矽統,"39,534,815","17,170",27.5,28.3,27.4,27.95,+,0.2,27.9,27.95
15,4919,新唐,"39,504,827","23,788",133.0,135.0,128.0,133.0,,0.0,133.0,133.5
16,2069,運錩,"34,981,976","17,743",40.95,42.75,40.75,41.0,+,0.5,41.0,41.05
17,2344,華邦電,"34,629,330","11,668",29.55,30.2,29.2,30.1,+,0.7,30.1,30.15
18,6116,彩晶,"33,258,963","7,231",15.5,15.85,15.5,15.7,+,0.3,15.65,15.7
19,5608,四維航,"33,075,620","16,639",60.3,61.2,59.2,59.8,-,0.1,59.8,59.9
20,2027,大成鋼,"31,868,405","14,493",48.25,49.75,48.15,48.75,+,0.85,48.75,48.8
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
