排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"590,011,942","88,946",14.65,15.6,14.65,15.6,+,1.4,15.6,0.0
2,2409,友達,"334,349,459","56,723",18.2,19.55,18.15,18.85,+,0.7,18.85,18.9
3,"=""00919""",群益台灣精選高息,"231,157,920","71,646",27.0,27.0,26.82,26.94,-,0.14,26.94,26.95
4,2888,新光金,"230,506,798","24,031",9.64,9.98,9.57,9.82,+,0.17,9.82,9.83
5,2317,鴻海,"174,076,905","97,392",211.0,217.5,211.0,212.0,-,5.5,212.0,212.5
6,2609,陽明,"159,710,618","79,261",78.9,80.0,75.6,75.9,-,0.8,75.9,76.0
7,"=""00632R""",元大台灣50反1,"158,756,387","4,773",3.39,3.39,3.36,3.37,+,0.02,3.37,3.38
8,"=""00637L""",元大滬深300正2,"144,956,961","9,763",13.44,13.52,13.11,13.2,-,0.28,13.2,13.21
9,"=""00940""",元大台灣價值高息,"144,426,658","27,709",10.35,10.35,10.26,10.31,-,0.07,10.31,10.32
10,"=""00929""",復華台灣科技優息,"134,089,334","50,584",21.3,21.3,21.17,21.23,-,0.16,21.22,21.23
11,2615,萬海,"121,235,866","72,436",95.5,98.6,92.2,92.3,+,0.2,92.2,92.3
12,2801,彰銀,"111,187,721","6,384",18.25,18.3,18.15,18.3,+,0.1,18.3,18.35
13,2330,台積電,"97,995,843","131,503",961.0,978.0,960.0,970.0,-,11.0,969.0,970.0
14,"=""00665L""",富邦�琤肭磪囓�2,"89,781,861","6,103",7.07,7.07,6.83,6.86,-,0.28,6.86,6.87
15,2618,長榮航,"88,963,587","29,275",37.7,38.3,37.5,37.85,+,0.2,37.8,37.85
16,3062,建漢,"86,739,630","33,108",31.4,34.1,30.85,34.1,+,3.1,34.1,0.0
17,2303,聯電,"78,831,222","28,785",57.3,58.0,57.1,57.7,+,0.2,57.6,57.7
18,2891,中信金,"76,384,292","11,763",38.1,38.15,37.8,37.85,-,0.15,37.85,37.9
19,2002,中鋼,"74,534,422","13,295",23.8,23.85,23.6,23.6,-,0.1,23.6,23.65
20,2883,凱基金,"73,281,111","11,107",15.55,15.7,15.45,15.6,+,0.05,15.6,15.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
