排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"145,517,180","42,156",32.55,33.1,32.3,32.45,+,0.25,32.45,32.5
2,"=""00632R""",元大台灣50反1,"141,588,599","7,236",5.21,5.22,5.18,5.2,-,0.05,5.19,5.2
3,2834,臺企銀,"128,565,674","24,723",12.25,12.75,12.25,12.7,+,0.5,12.7,12.75
4,1708,東鹼,"104,671,175","45,557",50.5,51.0,47.7,50.6,+,0.65,50.5,50.6
5,2888,新光金,"102,730,651","17,762",10.75,10.95,10.7,10.9,+,0.3,10.85,10.9
6,2610,華航,"90,325,807","27,161",27.3,27.85,27.25,27.5,+,0.5,27.45,27.5
7,"=""00637L""",元大滬深300正2,"88,994,621","10,847",16.7,16.79,16.42,16.7,+,0.18,16.7,16.71
8,4919,新唐,"81,792,550","52,470",163.5,175.5,162.5,175.5,+,15.5,175.5,176.0
9,2371,大同,"73,227,964","20,735",35.0,36.45,34.8,36.2,+,1.2,36.15,36.2
10,2897,王道銀行,"72,152,982","12,957",10.6,11.0,10.2,11.0,+,1.0,11.0,0.0
11,2603,長榮,"68,992,130","29,152",143.5,145.0,141.5,143.5,+,1.0,143.0,143.5
12,2344,華邦電,"65,759,631","23,177",34.9,35.65,34.65,34.9,+,0.6,34.9,34.95
13,2891,中信金,"64,389,856","19,215",28.6,29.2,28.55,29.2,+,0.65,29.15,29.2
14,2303,聯電,"63,589,704","27,399",53.8,54.2,53.6,53.8,+,0.3,53.8,53.9
15,2409,友達,"62,145,825","12,713",21.25,21.4,21.1,21.3,+,0.15,21.25,21.3
16,2883,凱基金,"60,018,794","20,478",18.85,19.05,18.85,19.0,+,0.25,18.95,19.0
17,2002,中鋼,"54,848,383","21,011",39.9,40.0,39.6,40.0,+,0.2,39.95,40.0
18,6235,華孚,"50,499,460","22,815",37.55,40.4,37.05,38.8,+,1.45,38.8,38.85
19,2887,台新新光金,"50,247,595","13,012",19.95,20.35,19.9,20.25,+,0.45,20.25,20.3
20,"=""00893""",國泰智能電動車,"47,529,207","11,941",14.67,14.78,14.67,14.75,+,0.4,14.74,14.75
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
