排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"255,163,031","84,787",36.0,36.0,34.15,34.45,-,1.85,34.45,34.5
2,2610,華航,"159,766,041","48,548",28.3,28.4,27.1,27.15,-,1.35,27.1,27.15
3,1708,東鹼,"147,425,994","72,450",65.7,71.7,65.7,71.7,+,6.5,71.7,0.0
4,1605,華新,"137,759,804","50,337",38.85,39.25,37.8,38.9,+,0.15,38.9,38.95
5,2834,臺企銀,"135,502,596","32,906",12.95,13.0,12.4,12.55,-,0.55,12.55,12.6
6,"=""00632R""",元大台灣50反1,"127,270,816","5,925",5.43,5.45,5.39,5.43,+,0.03,5.43,5.44
7,6443,元晶,"116,825,522","57,813",45.6,47.8,45.3,47.2,+,2.15,47.15,47.2
8,1217,愛之味,"84,476,488","25,496",13.05,13.6,12.5,12.5,,0.0,12.5,12.55
9,2883,凱基金,"78,458,115","31,927",18.85,18.9,18.3,18.5,-,0.5,18.5,18.55
10,"=""00637L""",元大滬深300正2,"73,126,283","9,230",17.16,17.16,16.61,16.76,-,0.59,16.76,16.77
11,2303,聯電,"71,337,667","38,241",46.6,46.85,46.2,46.2,-,0.85,46.2,46.25
12,"=""00878""",國泰永續高股息,"66,339,977","38,002",19.0,19.0,18.85,18.92,-,0.11,18.91,18.92
13,2888,新光金,"65,639,889","13,922",10.5,10.5,10.25,10.3,-,0.25,10.3,10.35
14,2409,友達,"64,918,669","19,401",18.8,18.85,18.35,18.4,-,0.65,18.4,18.45
15,2603,長榮,"56,844,230","24,141",141.0,141.5,138.0,138.0,-,3.5,138.0,138.5
16,2002,中鋼,"55,212,356","27,076",39.5,39.55,38.4,38.5,-,1.05,38.5,38.55
17,1219,福壽,"47,848,518","19,616",26.0,27.15,25.1,25.2,+,0.35,25.2,25.25
18,2884,玉山金,"47,842,292","23,843",33.05,33.1,31.7,32.2,-,1.1,32.2,32.25
19,2891,中信金,"46,533,339","22,652",29.1,29.15,28.35,28.75,-,0.6,28.7,28.75
20,2027,大成鋼,"44,656,184","25,776",55.9,55.9,53.0,53.0,-,2.0,53.0,53.1
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
