排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"256,812,134","63,337",16.7,16.85,16.25,16.7,+,0.45,16.65,16.7
2,2409,友達,"252,057,667","50,427",19.2,19.6,18.85,19.2,+,0.05,19.15,19.2
3,2303,聯電,"229,397,821","98,833",59.5,59.5,58.0,58.0,-,1.8,58.0,58.1
4,2603,長榮,"226,595,728","102,435",94.8,101.5,94.6,99.5,+,6.3,99.5,99.6
5,2609,陽明,"149,098,994","71,309",92.0,98.3,91.5,96.5,+,5.9,96.4,96.5
6,3037,欣興,"98,455,838","62,491",179.5,191.0,176.5,190.0,+,11.5,189.5,190.0
7,6282,康舒,"91,539,682","42,000",32.85,35.2,32.35,34.6,+,2.4,34.6,34.65
8,3035,智原,"89,282,534","54,562",215.5,215.5,198.0,201.0,+,4.5,201.0,201.5
9,2610,華航,"78,117,730","16,030",17.0,17.35,16.55,17.2,+,0.25,17.2,17.25
10,2340,台亞,"69,953,239","33,908",44.0,45.2,41.3,42.9,-,0.4,42.85,42.9
11,"=""00632R""",元大台灣50反1,"66,638,932","2,713",5.52,5.58,5.52,5.56,+,0.04,5.55,5.56
12,3062,建漢,"65,898,450","27,215",25.65,27.1,25.6,26.45,+,0.9,26.4,26.45
13,8215,明基材,"61,709,243","28,599",36.45,39.45,35.9,39.35,+,3.45,39.3,39.35
14,2481,強茂,"60,429,644","40,073",109.5,116.5,109.0,112.5,+,5.0,112.5,113.0
15,2371,大同,"53,450,291","18,564",34.9,35.4,34.4,34.4,-,0.3,34.4,34.45
16,2888,新光金,"52,467,748","42,849",9.86,9.87,9.75,9.81,-,0.06,9.8,9.81
17,2615,萬海,"50,007,512","28,373",156.5,163.0,155.0,160.0,+,6.5,159.5,160.0
18,2881,富邦金,"45,596,696","33,197",73.5,73.8,73.2,73.6,-,0.9,73.6,73.7
19,2388,威盛,"44,599,916","22,306",56.8,62.1,56.6,62.1,+,5.6,62.1,0.0
20,3189,景碩,"39,140,995","29,697",246.5,252.0,239.5,244.0,-,2.5,244.0,245.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
