排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2002,中鋼,"431,636,739","141,744",38.8,39.1,36.65,39.0,+,0.35,38.95,39.0
2,2603,長榮,"335,489,417","118,385",69.0,69.3,66.0,69.0,+,1.0,68.9,69.0
3,3481,群創,"332,106,406","79,024",25.45,26.1,24.85,25.5,+,0.25,25.45,25.5
4,1314,中石化,"275,769,250","59,349",15.0,15.1,14.35,14.6,-,0.05,14.6,14.65
5,2409,友達,"273,554,096","65,349",27.25,27.6,26.45,26.9,-,0.3,26.85,26.9
6,2610,華航,"250,835,983","58,358",19.5,19.6,18.75,19.4,-,0.15,19.4,19.45
7,2888,新光金,"179,978,758","22,941",10.35,10.4,10.05,10.15,+,0.05,10.15,10.2
8,6116,彩晶,"168,837,627","34,635",18.95,19.4,18.35,19.25,+,0.35,19.2,19.25
9,2601,益航,"144,152,782","29,718",14.0,14.0,13.3,14.0,+,1.25,14.0,0.0
10,2605,新興,"133,640,316","37,962",27.5,28.45,27.2,28.45,+,2.55,28.45,0.0
11,2344,華邦電,"129,419,070","41,706",36.1,37.25,35.65,36.7,+,0.7,36.7,36.75
12,"=""00677U""",期富邦VIX,"124,233,574","4,924",1.77,1.78,1.75,1.75,+,0.02,1.75,1.76
13,2303,聯電,"117,157,906","37,099",54.2,54.7,53.6,54.1,-,0.5,54.1,54.2
14,2883,凱基金,"110,399,449","19,158",11.95,12.0,11.65,11.8,,0.0,11.75,11.8
15,"=""00885""",富邦越南,"107,343,359","34,826",17.4,17.4,16.75,16.85,-,1.06,16.84,16.85
16,2027,大成鋼,"98,203,642","42,632",46.95,47.25,44.0,46.5,+,0.45,46.45,46.5
17,2023,燁輝,"95,981,561","26,639",20.5,20.6,19.05,19.85,-,0.35,19.85,19.9
18,1101,台泥,"93,792,314","42,840",53.1,54.9,51.1,52.0,+,1.6,52.0,52.1
19,2637,慧洋-KY,"90,033,275","38,612",47.6,50.3,46.0,49.0,+,2.1,49.0,49.05
20,"=""00632R""",元大台灣50反1,"88,143,381","3,921",5.82,5.83,5.79,5.79,,0.0,5.79,5.8
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
