排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"249,977,616","11,093",5.38,5.42,5.35,5.35,-,0.02,5.35,5.36
2,"=""00878""",國泰永續高股息,"203,075,083","105,123",17.0,17.07,16.87,16.98,-,0.07,16.98,16.99
3,2609,陽明,"88,975,277","50,780",68.8,69.9,68.1,69.1,+,0.4,69.1,69.2
4,2457,飛宏,"77,715,939","38,785",57.3,58.1,53.7,56.2,-,0.4,56.1,56.2
5,"=""00637L""",元大滬深300正2,"71,445,309","7,307",15.05,15.34,14.99,15.22,+,0.12,15.21,15.22
6,3481,群創,"59,821,793","12,302",14.3,14.6,14.1,14.55,+,0.1,14.5,14.55
7,3046,建��,"58,373,430","31,164",76.2,76.2,70.9,70.9,-,0.9,70.9,71.0
8,2888,新光金,"55,930,911","11,468",8.49,8.49,8.35,8.4,-,0.14,8.4,8.41
9,2303,聯電,"52,402,352","17,527",51.8,52.5,51.5,52.5,+,0.5,52.4,52.5
10,6235,華孚,"51,865,585","28,394",66.6,70.0,65.7,66.1,+,0.2,66.1,66.2
11,1605,華新,"51,419,809","22,358",50.8,52.5,50.0,52.3,+,0.8,52.2,52.3
12,"=""00673R""",期元大S&P原油反1,"50,834,097","2,298",8.85,8.94,8.83,8.85,-,0.24,8.85,8.86
13,2883,凱基金,"50,070,558","13,553",12.8,12.9,12.65,12.8,-,0.1,12.8,12.85
14,2603,長榮,"48,583,289","24,746",165.0,170.5,164.5,170.5,+,5.5,170.5,171.0
15,2884,玉山金,"47,914,961","21,551",24.35,24.4,24.15,24.35,-,0.2,24.35,24.4
16,"=""00715L""",期街口布蘭特正2,"46,935,296","5,673",14.62,14.75,14.46,14.65,+,0.55,14.64,14.65
17,"=""0056""",元大高股息,"46,914,192","28,366",27.7,27.96,27.55,27.93,+,0.07,27.92,27.93
18,2388,威盛,"44,011,081","25,284",94.1,94.8,88.7,92.9,-,1.9,92.8,92.9
19,2610,華航,"43,878,189","13,510",19.9,20.05,19.6,19.95,-,0.1,19.95,20.0
20,2834,臺企銀,"42,070,766","11,468",14.15,14.35,14.1,14.3,-,0.2,14.3,14.35
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
