排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"258,756,119","115,937",54.0,55.2,51.8,51.8,-,5.7,0.0,51.8
2,"=""00919""",群益台灣精選高息,"133,941,929","55,490",22.16,22.18,22.0,22.02,-,0.1,22.02,22.03
3,2324,仁寶,"129,809,880","53,484",36.45,37.9,36.0,37.1,+,1.0,37.1,37.15
4,2353,宏��,"127,869,138","64,013",47.55,49.8,46.55,49.0,+,3.7,48.95,49.0
5,2356,英業達,"125,821,785","63,617",50.6,52.9,50.1,51.6,+,1.0,51.6,51.7
6,2610,華航,"99,341,992","27,033",22.45,22.6,21.8,22.2,+,0.3,22.15,22.2
7,2603,長榮,"89,473,186","45,151",146.0,147.5,140.5,142.0,-,11.0,141.5,142.0
8,3231,緯創,"72,831,103","45,608",94.6,97.5,94.5,96.6,+,2.4,96.6,96.7
9,3481,群創,"69,808,880","14,172",13.6,13.85,13.45,13.65,+,0.2,13.6,13.65
10,"=""00929""",復華台灣科技優息,"67,551,724","21,607",18.95,18.97,18.88,18.91,+,0.01,18.9,18.91
11,"=""00878""",國泰永續高股息,"67,175,268","25,167",21.15,21.39,21.15,21.38,+,0.23,21.37,21.38
12,2618,長榮航,"64,100,256","22,112",31.9,32.15,31.6,31.75,-,0.15,31.75,31.8
13,2515,中工,"53,581,402","10,357",13.75,14.0,13.4,13.5,-,0.15,13.5,13.55
14,2615,萬海,"52,825,859","32,901",58.0,58.9,54.2,54.5,-,5.6,54.4,54.5
15,"=""00680L""",元大美債20正2,"44,477,409","4,945",10.06,10.08,9.98,10.02,-,0.04,10.02,10.03
16,"=""00632R""",元大台灣50反1,"40,493,836","1,402",4.55,4.56,4.54,4.56,-,0.01,4.55,4.56
17,6117,迎廣,"39,736,028","24,242",81.0,84.2,74.8,77.5,-,0.7,77.4,77.5
18,2014,中鴻,"38,117,431","15,048",27.7,28.15,26.85,26.95,-,0.05,26.95,27.0
19,9105,泰金寶-DR,"35,761,592","4,660",3.34,3.46,3.28,3.28,-,0.05,3.28,3.29
20,2303,聯電,"34,179,124","11,857",50.3,50.4,49.75,50.2,+,0.2,50.1,50.2
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
