排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"352,866,871","44,802",8.97,9.65,8.97,9.45,+,0.51,9.45,9.46
2,2609,陽明,"316,692,323","155,858",80.3,81.4,70.5,71.5,-,6.8,71.5,71.6
3,6770,力積電,"299,505,430","19,753",25.45,26.1,24.65,24.9,-,0.5,24.9,24.95
4,"=""00632R""",元大台灣50反1,"186,724,829","5,493",3.68,3.72,3.66,3.71,+,0.01,3.71,3.72
5,2354,鴻準,"174,066,511","88,427",73.0,78.4,72.8,73.1,+,1.0,73.1,73.2
6,2303,聯電,"169,396,613","33,716",56.0,56.5,55.0,55.0,-,0.8,55.0,55.1
7,2891,中信金,"158,069,782","19,620",35.35,36.1,35.35,35.4,+,0.1,35.4,35.5
8,2618,長榮航,"152,637,781","40,898",35.9,36.25,35.8,35.8,+,0.15,35.8,35.85
9,2317,鴻海,"150,789,406","83,966",177.0,179.0,172.0,172.0,-,4.5,172.0,172.5
10,"=""00929""",復華台灣科技優息,"138,805,944","46,109",20.72,20.78,20.56,20.56,-,0.12,20.56,20.57
11,2884,玉山金,"123,275,120","32,281",27.75,28.95,27.75,28.6,+,0.9,28.6,28.7
12,"=""00919""",群益台灣精選高息,"111,700,523","39,419",26.01,26.06,25.74,25.74,-,0.19,25.74,25.75
13,2880,華南金,"111,054,366","6,213",24.8,25.1,24.75,25.0,+,0.25,24.95,25.0
14,3481,群創,"96,871,495","10,363",14.05,14.15,13.9,13.95,-,0.05,13.9,13.95
15,2330,台積電,"90,177,283","102,070",838.0,846.0,821.0,821.0,-,17.0,821.0,822.0
16,3312,弘憶股,"87,926,245","51,750",75.5,75.9,65.5,67.4,-,4.2,67.4,67.5
17,2105,正新,"82,680,739","32,115",58.0,61.0,57.4,60.8,+,3.1,60.7,60.8
18,2367,燿華,"79,711,616","29,393",35.85,37.5,35.8,36.65,+,1.15,36.65,36.7
19,"=""00940""",元大台灣價值高息,"74,420,878","16,488",9.84,9.88,9.79,9.79,-,0.01,9.79,9.8
20,2610,華航,"72,537,543","15,906",22.6,23.05,22.35,22.4,-,0.1,22.4,22.45
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
