排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1504,東元,"167,581,238","70,636",67.2,70.1,66.0,67.5,+,3.7,67.4,67.5
2,2328,廣宇,"160,914,144","80,194",54.8,58.0,53.6,54.0,+,0.8,53.9,54.0
3,2498,宏達電,"154,058,014","77,745",62.5,64.1,60.4,61.0,+,1.0,60.9,61.0
4,3481,群創,"95,426,071","18,294",13.55,13.7,13.15,13.2,-,0.2,13.2,13.25
5,2401,凌陽,"91,604,478","42,874",26.05,27.6,25.5,25.5,+,0.35,25.5,25.55
6,"=""00715L""",期街口布蘭特正2,"86,593,944","6,163",11.32,11.35,11.28,11.32,+,0.17,11.32,11.33
7,1326,台化,"84,179,762","33,079",31.9,32.75,31.0,31.0,+,0.1,31.0,31.05
8,3715,定穎投控,"73,316,503","56,015",101.5,104.5,96.8,103.5,+,7.2,103.0,103.5
9,1609,大亞,"63,513,191","37,220",41.05,43.8,40.55,42.4,+,2.3,42.35,42.4
10,"=""00637L""",元大滬深300正2,"57,223,847","8,360",18.05,18.44,18.05,18.43,+,0.36,18.43,18.44
11,2634,漢翔,"55,927,739","30,096",47.3,50.4,47.25,48.35,+,1.9,48.35,48.4
12,2317,鴻海,"54,944,456","75,006",208.0,208.0,202.0,202.5,-,3.5,202.5,203.0
13,"=""00878""",國泰永續高股息,"51,805,691","40,843",20.47,20.47,20.37,20.38,-,0.09,20.38,20.39
14,3706,神達,"50,621,355","30,295",92.7,93.8,90.5,91.2,-,0.8,91.2,91.3
15,1303,南亞,"49,443,893","25,382",42.7,42.75,40.9,41.1,-,1.2,41.05,41.15
16,"=""0050""",元大台灣50,"47,853,232","55,715",52.05,52.1,51.65,51.75,-,0.25,51.7,51.75
17,"=""00919""",群益台灣精選高息,"45,827,094","24,079",21.55,21.56,21.45,21.46,-,0.09,21.45,21.46
18,4916,事欣科,"45,495,420","29,149",62.5,66.0,60.4,60.6,-,1.1,60.6,60.7
19,3059,華晶科,"43,386,095","25,682",51.3,51.3,47.1,47.5,-,3.5,47.4,47.5
20,"=""00981A""",主動統一台股增長,"41,031,245","10,518",12.77,12.78,12.63,12.65,-,0.03,12.64,12.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
