排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"381,604,603","7,791",11.25,11.25,11.15,11.2,-,0.05,11.2,11.25
2,"=""0050""",元大台灣50,"82,143,364","67,559",48.82,48.82,48.44,48.57,-,0.29,48.56,48.57
3,2889,國票金,"71,728,503","14,146",14.4,15.7,14.4,15.7,+,1.4,15.7,0.0
4,2883,凱基金,"68,514,602","11,204",14.9,15.25,14.9,15.25,+,0.35,15.2,15.25
5,2408,南亞科,"66,059,789","28,194",48.5,49.3,47.8,48.9,+,0.45,48.85,48.9
6,"=""00919""",群益台灣精選高息,"63,803,241","32,792",21.52,21.53,21.34,21.45,-,0.1,21.45,21.46
7,2887,台新新光金,"57,696,322","9,589",15.95,16.2,15.9,16.05,+,0.1,16.0,16.05
8,"=""0056""",元大高股息,"57,405,922","30,694",34.89,34.94,34.63,34.83,-,0.06,34.82,34.83
9,2891,中信金,"56,407,727","18,237",44.5,44.95,44.3,44.95,+,0.45,44.9,44.95
10,"=""00953B""",群益優選非投等債,"49,720,108","2,575",8.97,9.0,8.96,9.0,+,0.06,8.99,9.0
11,6770,力積電,"49,693,713","15,934",17.5,17.5,16.8,17.3,-,0.35,17.25,17.3
12,6191,精成科,"47,395,137","30,637",86.1,91.7,85.5,87.6,+,1.6,87.6,87.7
13,2324,仁寶,"41,952,603","8,851",28.6,29.25,28.35,29.15,+,0.5,29.15,29.2
14,2618,長榮航,"41,256,831","12,220",41.4,41.45,40.85,40.9,-,0.5,40.9,40.95
15,2886,兆豐金,"39,658,536","12,883",41.2,42.1,41.2,42.0,+,0.75,42.0,42.05
16,"=""00878""",國泰永續高股息,"39,402,699","23,690",21.01,21.05,20.87,20.97,-,0.03,20.96,20.97
17,2303,聯電,"39,218,437","16,594",44.05,44.05,43.1,43.45,-,0.3,43.4,43.45
18,2885,元大金,"38,608,911","15,741",31.8,31.95,31.4,31.5,-,0.25,31.5,31.55
19,"=""00632R""",元大台灣50反1,"37,457,405","4,837",21.73,21.87,21.7,21.79,+,0.11,21.78,21.79
20,2884,玉山金,"37,133,127","14,066",33.3,34.0,33.3,34.0,+,0.65,33.95,34.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
