排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,9105,泰金寶-DR,"215,890,273","37,059",9.48,9.98,9.41,9.64,+,0.33,9.64,9.65,
2,"=""00637L""",元大滬深300正2,"165,804,794","20,551",16.65,16.66,15.94,15.94,-,0.99,15.94,15.95,
3,2883,凱基金,"132,946,068","21,335",17.15,17.30,16.85,16.85,-,0.35,16.85,16.90,
4,3706,神達,"89,900,773","48,736",71.00,75.00,70.60,70.80,-,0.1,70.80,70.90,
5,"=""0056""",元大高股息,"84,042,975","45,705",36.64,36.82,36.60,36.70,+,0.02,36.70,36.71,
6,2801,彰銀,"81,431,909","13,719",17.85,18.10,17.75,18.10,+,0.25,18.05,18.10,
7,"=""00665L""",富邦�琤肭磪囓�2,"75,549,340","5,497",8.31,8.36,7.96,8.09,-,0.32,8.09,8.10,
8,"=""00878""",國泰永續高股息,"70,137,221","46,620",22.16,22.21,22.05,22.07,-,0.11,22.07,22.08,
9,2618,長榮航,"65,729,130","25,337",44.35,46.80,44.35,46.35,+,2.0,46.30,46.35,
10,2303,聯電,"65,489,284","22,904",42.90,43.70,42.85,43.70,+,0.65,43.65,43.70,
11,2630,亞航,"63,528,138","30,875",40.85,42.10,37.10,39.15,-,0.2,39.00,39.15,
12,2610,華航,"57,711,298","16,762",25.70,26.60,25.65,26.55,+,0.9,26.50,26.55,
13,2324,仁寶,"53,594,040","28,766",37.45,37.55,35.50,35.50,-,2.15,35.50,35.55,
14,2891,中信金,"51,605,975","18,447",38.95,39.20,38.60,38.70,-,0.4,38.70,38.75,
15,1597,直得,"51,370,140","33,034",120.00,131.00,118.00,124.50,+,5.0,124.00,124.50,
16,"=""00940""",元大台灣價值高息,"51,343,615","8,528",9.38,9.43,9.36,9.40,X,0.0,9.39,9.40,
17,"=""00929""",復華台灣科技優息,"46,727,832","8,931",17.99,18.08,17.96,18.01,-,0.03,18.01,18.02,
18,"=""00646""",元大S&P500,"46,305,536","3,757",60.45,60.55,60.20,60.25,-,0.3,60.25,60.30,
19,2330,台積電,"45,045,125","74,997","1,070.00","1,075.00","1,055.00","1,065.00",-,10.0,"1,065.00","1,070.00",
20,"=""00919""",群益台灣精選高息,"43,766,977","19,352",23.37,23.37,23.23,23.30,-,0.08,23.30,23.31,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
