排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"290,648,027","20,863",12.5,12.75,12.45,12.7,+,0.4,12.65,12.7
2,"=""00632R""",元大台灣50反1,"278,182,260","9,298",3.5,3.52,3.44,3.44,-,0.07,3.44,3.45
3,"=""00680L""",元大美債20正2,"193,991,879","15,595",9.74,9.74,9.69,9.73,-,0.28,9.73,9.74
4,3049,精金,"127,080,418","28,736",11.8,12.15,11.2,11.7,+,0.25,11.65,11.7
5,2399,映泰,"126,384,584","52,524",29.5,31.25,28.65,31.25,+,2.8,31.25,0.0
6,2883,凱基金,"117,589,045","21,053",16.15,16.65,16.1,16.6,+,0.45,16.55,16.6
7,"=""00919""",群益台灣精選高息,"110,598,513","29,606",24.0,24.18,24.0,24.13,+,0.11,24.13,24.14
8,"=""00929""",復華台灣科技優息,"103,483,916","43,665",18.8,18.89,18.76,18.82,X,0.0,18.82,18.83
9,2618,長榮航,"95,555,426","28,837",36.2,37.0,36.15,37.0,+,0.8,36.95,37.0
10,"=""00688L""",國泰20年美債正2,"94,808,001","8,551",9.67,9.7,9.65,9.69,-,0.28,9.69,9.7
11,2891,中信金,"85,742,053","26,501",33.5,33.65,33.3,33.5,-,0.1,33.45,33.5
12,"=""00637L""",元大滬深300正2,"85,162,950","7,614",11.58,11.78,11.33,11.73,+,0.26,11.72,11.73
13,"=""00665L""",富邦�琤肭磪囓�2,"71,630,931","4,400",6.29,6.63,6.27,6.59,+,0.35,6.58,6.59
14,3481,群創,"60,355,242","11,789",15.25,15.45,15.05,15.35,+,0.2,15.35,15.4
15,1711,永光,"54,118,474","24,972",26.65,27.7,26.2,27.0,+,0.5,26.95,27.05
16,"=""00715L""",期街口布蘭特正2,"52,347,472","4,837",12.8,12.94,12.68,12.93,+,0.16,12.92,12.93
17,2887,台新新光金,"49,264,587","11,267",18.25,18.65,18.2,18.55,+,0.35,18.5,18.55
18,"=""00940""",元大台灣價值高息,"46,267,428","9,787",9.47,9.56,9.45,9.53,+,0.06,9.53,9.54
19,2303,聯電,"44,964,271","12,279",53.7,54.2,53.5,53.7,-,0.1,53.6,53.7
20,2317,鴻海,"41,818,994","24,742",174.5,176.5,173.0,176.5,+,2.5,176.0,176.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
