排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00919""",群益台灣精選高息,"435,003,512","121,544",26.4,26.59,25.61,25.95,+,0.09,25.94,25.95
2,"=""00632R""",元大台灣50反1,"338,998,906","16,408",3.99,4.06,3.97,4.03,-,0.01,4.02,4.03
3,"=""00929""",復華台灣科技優息,"316,771,288","77,282",20.98,21.13,20.34,20.52,-,0.15,20.51,20.52
4,2303,聯電,"286,206,476","114,074",51.9,53.0,51.0,51.9,+,1.7,51.9,52.0
5,"=""00878""",國泰永續高股息,"165,990,253","42,346",22.37,22.54,22.22,22.31,-,0.02,22.31,22.32
6,3481,群創,"110,114,328","19,857",14.7,14.9,14.35,14.5,-,0.2,14.5,14.55
7,"=""00900""",富邦特選高股息30,"105,323,224","19,310",15.23,15.59,15.18,15.36,+,0.18,15.35,15.36
8,2618,長榮航,"100,036,884","30,030",31.55,32.15,31.35,32.05,+,0.8,32.0,32.05
9,2330,台積電,"98,069,174","110,758",795.0,796.0,772.0,784.0,+,24.0,783.0,784.0
10,"=""00918""",大華優利高填息30,"90,112,057","22,604",23.25,23.48,22.92,23.02,+,0.02,23.02,23.03
11,2367,燿華,"80,733,128","28,602",25.55,26.3,24.1,24.3,-,1.5,24.3,24.35
12,2883,凱基金,"76,845,456","12,647",12.9,13.0,12.85,12.95,+,0.05,12.9,12.95
13,3711,日月光投控,"74,505,531","44,874",177.0,177.0,157.0,159.5,-,4.0,159.0,159.5
14,2603,長榮,"74,316,650","48,774",180.0,187.5,175.5,179.5,+,2.0,179.5,180.0
15,2449,京元電子,"71,575,787","43,027",120.0,123.0,108.5,111.0,-,5.5,111.0,111.5
16,3231,緯創,"69,981,084","38,849",117.0,120.0,114.5,116.0,,0.0,115.5,116.0
17,2317,鴻海,"69,726,404","26,940",107.5,108.5,104.5,105.0,-,2.5,105.0,105.5
18,2891,中信金,"63,500,314","16,649",29.75,30.25,29.7,30.2,+,0.4,30.15,30.2
19,1316,上曜,"62,626,318","23,484",25.2,25.3,22.6,22.6,-,2.5,0.0,22.6
20,"=""00915""",凱基優選高股息30,"61,533,389","13,736",25.05,25.1,24.54,24.74,+,0.17,24.73,24.74
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
