排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"85,417,138","4,512",5.63,5.68,5.63,5.66,+,0.01,5.66,5.67
2,1605,華新,"61,412,157","25,465",47.6,48.15,47.0,47.1,,0.0,47.05,47.1
3,2303,聯電,"58,223,810","21,050",45.35,45.5,44.7,45.15,,0.0,45.1,45.15
4,"=""00637L""",元大滬深300正2,"57,438,581","5,830",16.69,16.74,16.47,16.52,-,0.17,16.52,16.53
5,"=""00715L""",期街口布蘭特正2,"51,678,006","6,268",14.35,14.6,14.35,14.47,+,1.05,14.47,14.48
6,2358,廷鑫,"42,016,667","16,502",16.0,17.0,15.9,16.65,+,0.95,16.6,16.65
7,2014,中鴻,"39,682,054","17,330",28.2,28.7,27.45,27.6,-,0.2,27.55,27.6
8,"=""00878""",國泰永續高股息,"34,653,907","21,103",16.69,16.69,16.57,16.59,-,0.08,16.58,16.59
9,2009,第一銅,"34,464,027","17,206",33.35,34.3,31.8,31.8,+,0.1,31.75,31.8
10,2002,中鋼,"30,598,924","11,069",30.9,31.3,30.85,31.05,+,0.35,31.05,31.1
11,"=""00673R""",期元大S&P原油反1,"28,645,834","2,689",8.83,8.85,8.77,8.84,-,0.36,8.83,8.84
12,"=""00882""",中信中國高股息,"28,256,497","6,650",12.65,12.8,12.58,12.62,,0.0,12.61,12.62
13,2498,宏達電,"28,229,296","14,204",59.4,60.5,59.1,59.5,+,0.5,59.4,59.5
14,2618,長榮航,"27,074,173","7,583",28.35,28.6,28.2,28.35,,0.0,28.35,28.4
15,1101,台泥,"26,778,048","14,584",34.75,35.5,34.7,35.4,+,0.7,35.35,35.4
16,"=""00665L""",富邦�琤肭磪囓�2,"26,351,526","3,186",10.26,10.35,9.87,10.01,-,0.29,10.0,10.01
17,3481,群創,"25,765,336","6,901",11.8,11.8,11.55,11.6,-,0.2,11.55,11.6
18,2609,陽明,"25,365,889","15,756",63.2,63.6,62.0,62.0,-,1.2,62.0,62.1
19,2330,台積電,"22,416,984","25,780",487.5,488.0,484.0,486.5,+,2.0,486.0,486.5
20,2603,長榮,"22,161,914","15,210",157.5,158.0,152.5,152.5,-,4.0,152.5,153.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
