排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"512,337,017","189,778",81.7,87.4,75.5,87.0,+,7.0,86.9,87.0
2,2603,長榮,"483,150,034","180,277",77.0,82.4,74.4,79.9,+,1.9,79.8,79.9
3,3481,群創,"472,697,138","109,912",25.1,26.6,24.5,25.3,+,0.2,25.3,25.35
4,2002,中鋼,"422,219,772","128,981",37.15,39.85,36.8,39.25,+,3.0,39.2,39.25
5,2409,友達,"368,541,251","96,196",27.4,28.45,26.35,27.0,-,0.4,27.0,27.05
6,2610,華航,"212,740,840","50,628",18.05,19.0,17.1,18.45,+,0.45,18.45,18.5
7,2303,聯電,"208,373,802","81,070",54.6,54.8,51.8,51.8,-,2.8,51.8,51.9
8,1314,中石化,"187,382,606","37,832",15.0,15.6,14.4,15.1,+,0.15,15.1,15.15
9,2014,中鴻,"179,114,645","49,067",40.9,43.2,39.5,43.2,+,3.9,43.2,0.0
10,2023,燁輝,"177,735,694","52,614",21.65,23.35,20.0,21.95,+,0.45,21.9,21.95
11,2883,凱基金,"167,243,586","24,862",12.55,12.85,12.25,12.6,+,0.25,12.6,12.65
12,"=""00632R""",元大台灣50反1,"166,469,174","8,235",5.89,5.95,5.86,5.94,+,0.06,5.93,5.94
13,1605,華新,"149,024,450","39,714",27.5,29.0,26.5,29.0,+,2.6,29.0,0.0
14,"=""00677U""",期富邦VIX,"137,119,747","4,755",1.72,1.72,1.7,1.72,+,0.04,1.71,1.72
15,2618,長榮航,"116,858,199","32,103",16.8,17.4,16.0,16.8,-,0.35,16.8,16.85
16,2882,國泰金,"116,232,641","27,063",52.1,54.8,51.7,53.6,+,1.9,53.6,53.7
17,"=""00715L""",期街口布蘭特正2,"114,909,301","7,924",7.59,7.74,7.59,7.64,+,0.42,7.63,7.64
18,2344,華邦電,"107,313,721","40,912",33.85,34.1,31.4,31.4,-,2.25,31.4,31.45
19,2888,新光金,"107,279,558","13,984",9.75,10.0,9.69,9.85,+,0.17,9.85,9.86
20,2027,大成鋼,"98,983,756","42,355",44.5,47.5,43.15,45.95,+,2.25,45.95,46.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
