排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"683,785,042","16,688",3.54,3.56,3.49,3.5,-,0.14,3.5,3.51
2,2888,新光金,"418,379,623","25,570",13.45,13.45,13.15,13.3,-,0.2,13.25,13.3
3,"=""00680L""",元大美債20正2,"155,923,457","11,473",9.94,9.95,9.92,9.94,-,0.18,9.94,9.95
4,2891,中信金,"106,528,618","34,366",32.5,32.5,31.9,32.15,-,0.15,32.15,32.2
5,"=""00688L""",國泰20年美債正2,"76,605,206","6,996",9.9,9.93,9.88,9.89,-,0.18,9.89,9.9
6,2887,台新新光金,"64,056,611","17,638",18.5,18.5,17.8,18.3,-,0.2,18.25,18.3
7,"=""00715L""",期街口布蘭特正2,"57,460,648","5,869",12.07,12.25,12.07,12.23,+,0.49,12.22,12.23
8,"=""00919""",群益台灣精選高息,"57,097,198","21,681",24.25,24.34,24.04,24.05,+,0.2,24.04,24.05
9,"=""00929""",復華台灣科技優息,"55,816,813","18,066",19.07,19.13,18.97,19.03,+,0.25,19.03,19.04
10,2317,鴻海,"53,142,993","39,767",174.5,177.5,174.0,177.5,+,8.0,177.0,177.5
11,2883,凱基金,"51,754,231","6,091",15.95,16.1,15.8,16.0,+,0.25,15.95,16.0
12,8249,菱光,"50,789,661","21,340",45.0,45.7,42.7,45.7,+,4.15,45.7,0.0
13,2330,台積電,"43,749,260","80,643",936.0,944.0,928.0,940.0,X,0.0,940.0,941.0
14,2618,長榮航,"43,044,962","13,463",35.55,35.9,35.3,35.55,+,0.1,35.55,35.6
15,"=""042103""",力積電富邦55購02,"42,709,000",577,0.11,0.15,0.11,0.15,+,0.05,0.14,0.15
16,"=""00940""",元大台灣價值高息,"42,043,002","10,103",9.41,9.5,9.4,9.43,+,0.11,9.42,9.43
17,"=""00637L""",元大滬深300正2,"40,648,106","2,978",11.77,11.78,11.59,11.7,+,0.09,11.7,11.71
18,2382,廣達,"39,344,947","27,924",250.0,257.5,250.0,253.0,+,11.0,252.5,253.0
19,1711,永光,"37,821,771","17,552",24.95,26.6,24.8,26.1,+,1.85,26.05,26.1
20,3481,群創,"36,626,890","8,949",14.35,14.5,14.15,14.25,+,0.1,14.2,14.25
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
