排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2344,華邦電,"223,100,297","68,314",26.65,28.8,26.65,28.6,+,2.4,28.6,28.65
2,"=""00878""",國泰永續高股息,"136,213,095","42,566",20.74,20.82,20.64,20.69,+,0.16,20.69,20.7
3,"=""00632R""",元大台灣50反1,"135,217,933","6,748",4.68,4.7,4.67,4.69,-,0.04,4.68,4.69
4,2363,矽統,"113,972,966","57,147",47.25,49.0,47.2,48.15,+,2.45,48.1,48.15
5,"=""00680L""",元大美債20正2,"107,937,939","5,925",8.4,8.42,8.35,8.38,+,0.35,8.37,8.38
6,2618,長榮航,"101,187,480","28,599",29.7,30.5,29.45,30.25,+,0.9,30.2,30.25
7,3231,緯創,"90,716,009","45,839",100.5,101.5,98.8,99.0,+,0.9,99.0,99.1
8,2891,中信金,"87,467,576","26,506",26.35,26.85,26.25,26.8,+,0.65,26.75,26.8
9,"=""00929""",復華台灣科技優息,"78,011,606","21,689",17.97,18.0,17.86,17.89,+,0.08,17.89,17.9
10,2388,威盛,"76,789,866","44,699",152.0,161.0,150.0,158.5,+,9.0,158.5,159.0
11,2303,聯電,"72,851,248","22,566",49.25,49.5,48.7,49.1,+,0.55,49.1,49.15
12,"=""00637L""",元大滬深300正2,"64,657,069","5,566",13.47,13.56,13.26,13.28,+,0.11,13.28,13.29
13,1605,華新,"64,009,888","26,546",36.3,38.5,36.25,38.1,+,2.1,38.05,38.1
14,2883,凱基金,"62,640,592","10,610",11.65,11.8,11.6,11.8,+,0.3,11.75,11.8
15,2329,華泰,"58,952,795","30,419",50.0,50.7,48.7,48.9,+,0.5,48.85,48.9
16,2330,台積電,"53,122,455","56,108",583.0,583.0,575.0,581.0,+,9.0,580.0,581.0
17,2317,鴻海,"51,481,834","26,562",100.5,101.5,99.8,100.5,+,0.5,100.0,100.5
18,"=""00712""",復華富時不動產,"49,129,664","8,169",9.58,9.6,9.54,9.57,+,0.35,9.56,9.57
19,2382,廣達,"46,599,500","28,289",214.5,218.0,209.0,209.0,+,0.5,209.0,209.5
20,"=""00665L""",富邦�琤肭磪囓�2,"45,201,757","2,967",6.74,6.79,6.63,6.73,+,0.31,6.73,6.74
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
