排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"178,330,228","37,520",17.73,17.82,17.7,17.79,+,0.13,17.79,17.8
2,"=""00919""",群益台灣精選高息,"108,372,138","25,687",21.16,21.24,21.11,21.2,+,0.12,21.19,21.2
3,1524,耿鼎,"78,794,220","36,688",25.3,27.5,25.0,26.2,+,0.95,26.2,26.25
4,3715,定穎投控,"77,772,875","40,647",59.5,65.0,58.7,65.0,+,2.7,65.0,65.1
5,1522,堤維西,"70,009,601","29,256",39.65,42.65,39.0,42.65,+,3.85,42.65,0.0
6,2363,矽統,"68,756,516","29,146",35.05,36.2,34.65,36.1,+,1.25,36.1,36.15
7,3231,緯創,"67,023,010","32,752",103.0,103.0,100.0,102.0,,0.0,102.0,102.5
8,1319,東陽,"59,015,248","34,399",74.6,80.4,73.1,74.4,+,0.9,74.4,74.5
9,"=""00878""",國泰永續高股息,"53,074,779","28,670",20.42,20.5,20.38,20.45,+,0.04,20.45,20.46
10,"=""00632R""",元大台灣50反1,"47,306,759","2,117",4.86,4.87,4.83,4.86,,0.0,4.85,4.86
11,2303,聯電,"43,525,739","19,387",47.0,47.4,46.95,47.1,+,0.3,47.05,47.1
12,2618,長榮航,"43,326,866","10,790",30.85,30.9,30.25,30.7,,0.0,30.7,30.75
13,2313,華通,"42,249,388","19,593",50.4,51.2,49.85,50.4,-,0.4,50.3,50.4
14,"=""00637L""",元大滬深300正2,"41,316,854","5,537",14.76,14.87,14.46,14.52,-,0.17,14.52,14.53
15,2382,廣達,"36,463,042","23,512",225.0,229.0,221.5,228.5,+,4.5,228.5,229.0
16,"=""00673R""",期元大S&P原油反1,"33,414,798","3,576",7.48,7.49,7.47,7.48,-,0.16,7.47,7.48
17,"=""00665L""",富邦�琤肭磪囓�2,"32,034,884","2,543",7.27,7.33,7.14,7.15,-,0.08,7.14,7.15
18,2891,中信金,"29,998,081","10,961",24.4,24.7,24.3,24.7,+,0.35,24.65,24.7
19,2301,光寶科,"29,448,939","14,916",124.5,126.0,121.5,124.0,-,1.0,124.0,124.5
20,1101,台泥,"28,278,131","10,998",34.85,35.3,34.85,35.3,+,0.7,35.25,35.3
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
