排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00677U""",期富邦VIX,"463,024,764","22,471",2.5,2.5,2.42,2.44,-,0.26,2.44,2.45
2,3576,聯合再生,"285,377,646","63,241",16.1,17.15,16.1,16.75,+,1.15,16.7,16.75
3,3481,群創,"284,415,029","52,958",16.9,17.4,16.9,17.1,+,0.3,17.1,17.15
4,2603,長榮,"212,640,508","52,680",40.7,41.65,40.3,41.65,+,1.55,41.65,41.7
5,2409,友達,"212,572,479","44,359",18.85,19.45,18.8,19.1,+,0.45,19.1,19.15
6,2609,陽明,"186,140,184","43,733",31.65,32.0,31.3,31.9,+,0.6,31.85,31.9
7,2610,華航,"165,223,359","37,357",14.9,15.1,14.55,14.6,-,0.15,14.55,14.6
8,2303,聯電,"160,016,239","64,727",48.0,48.45,47.0,47.05,-,0.95,47.05,47.1
9,2317,鴻海,"139,458,505","70,643",128.0,131.5,128.0,129.5,+,3.5,129.0,129.5
10,2489,瑞軒,"126,727,990","31,874",16.2,17.0,15.4,16.65,+,1.15,16.6,16.65
11,"=""00632R""",元大台灣50反1,"125,055,754","7,647",6.17,6.18,6.12,6.17,-,0.03,6.17,6.18
12,2457,飛宏,"102,632,803","32,409",22.25,23.25,21.65,23.25,+,2.1,23.25,0.0
13,2353,宏��,"95,890,448","29,569",28.1,29.25,28.1,28.4,+,0.8,28.4,28.45
14,2338,光罩,"72,662,491","34,987",57.0,61.5,56.0,56.8,+,0.8,56.8,56.9
15,2363,矽統,"68,832,737","18,728",18.0,18.55,17.4,17.55,+,0.65,17.55,17.6
16,3704,合勤控,"62,544,062","25,614",37.6,40.25,37.55,40.25,+,3.65,40.25,0.0
17,8150,南茂,"62,089,635","28,877",42.05,43.95,42.0,43.75,+,3.1,43.75,43.8
18,"=""00637L""",元大滬深300正2,"61,543,064","10,793",27.43,28.06,27.42,27.74,+,0.52,27.73,27.74
19,2883,凱基金,"58,891,954","9,938",10.1,10.15,9.98,10.0,-,0.05,10.0,10.05
20,3006,晶豪科,"56,275,987","31,160",91.0,96.6,90.7,94.0,+,4.0,93.9,94.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
